smiles,solubility,logp
c1cc(C)cc(C)c1C,-3.310000,3.630000
CC(=O)N,1.580000,-1.160000
O=C(OCCCC)C,-1.240000,1.850000
n(c(c(ccc1)cc2)c1)c2,-1.300000,2.140000
CC(Br)C,-1.590000,2.080000
n1cncn1CC(O)(c2ccc(F)cc2)c3ccccc3F,-3.370000,2.520000
CCCCC(C)C(C)O,-1.720000,2.660000
CCCN(CCC)c1c(cc(cc1N(=O)=O)S(N)(=O)=O)N(=O)=O,-5.160000,2.730000
n(cccn1)c1,1.100000,-0.060000
O=C(OCC)CCCCCCC,-3.390000,3.810000
O=C(O)CCCCCCCCCCC,-4.620000,5.000000
O=C(O)C(c(ccc(c1)CC(C)C)c1)C,-3.990000,3.790000
O=C(OC)c(cccn1)c1,-0.460000,0.640000
Oc(c(c(c(O)cc1)cc2)c1)c2,-2.920000,2.210000
CCC2NC(=O)c1cc(c(Cl)cc1N2)S(N)(=O)=O,-3.290000,0.160000
OCCC(C)(C)C,-0.500000,1.710000
CC(=O)OCCN4CCN(CCCN2c1ccccc1Sc3ccc(Cl)cc23)CC4,-4.700000,4.820000
c1ccc2Sc3ccc(OC)cc3N(CC(C)CN(C)C)c2c1,-4.220000,5.060000
c1ccccc1c2c(Cl)cc(Cl)c(Cl)c2,-6.270000,5.690000
Oc(ccc(C(=C(c(ccc(O)c1)c1)CC)CC)c2)c2,-4.350000,5.640000
O=C(c(c(C(=O)c1cccc2)ccc3)c3)c12,-5.190000,3.340000
CNC(=O)ON=C1C(C2)C(C#N)CC2C1Cl,-2.080000,1.090000
CC(C)(Cl)CC,-2.510000,2.940000
c(c(c(c(c1ccc2)c2)C)ccc3)(c3)c1,-5.890000,4.890000
O=C(NC(=O)C(=O)C1=O)N1,-1.250000,-1.040000
O=C(C(=CCC1C(=C)C)C)C1,-2.060000,3.070000
CC(Cl)CCC,-2.630000,2.980000
O=N(=O)NC(=N)N,-1.370000,-1.720000
CCC(O)(C)CCC,-1.000000,2.200000
C1=CC(=O)NC(=O)N1C,-0.800000,-0.660000
CC(C)N(C(=O)CCl)c1ccccc1,-2.480000,2.420000
c1ccccc1C(C)C,-3.270000,3.450000
