smiles,solubility,logp
CC1CC2C3CCC(O)(C(=O)C)C3(C)CC(O)C2(F)C4(C)C=CC(=O)C=C14,-4.099000,2.420000
ClCBr,-0.890000,1.130000
O=C1NC(=O)NC(=O)C1(C(C)C)C(C)C,-2.766000,1.290000
ClC1=C(Cl)C(Cl)(C(=C1Cl)Cl)C2(Cl)C(=C(Cl)C(=C2Cl)Cl)Cl,-7.278000,5.130000
BrC(Cl)Cl,-1.540000,1.980000
CN(C)C(=S)SSC(=S)N(C)C,-3.900000,2.730000
c1cc2ccc3ccc4ccc5ccc6ccc1c7c2c3c4c5c67,-9.332000,5.940000
CC(=O)OCC(COC(=O)C)OC(=O)C,-0.600000,-0.520000
O=C1N(COC(=O)CCCC)C(=O)C(N1)(c2ccccc2)c3ccccc3,-4.678000,3.820000
CC1(C)C(C=C(Br)Br)C1C(=O)OC(C#N)c2cccc(Oc3ccccc3)c2,-8.402000,5.740000
CCOP(=S)(OCC)SC(CCl)N1C(=O)c2ccccc2C1=O,-6.340000,3.820000
CC1(C)C2CCC1(C)C(=O)C2,-1.960000,2.550000
CCCCOC,-0.990000,1.450000
C1=Cc2cccc3cccc1c23,-3.960000,3.330000
Fc1ccc(F)cc1,-1.970000,2.260000
COP(=S)(OC)Oc1cc(Cl)c(I)cc1Cl,-6.620000,4.800000
Nc1ccc(Cl)cc1,-1.660000,1.750000
c1ccc2c(c1)cnc3ccccc23,-2.780000,3.120000
OCC(O)C(O)C(O)C(O)CO,1.090000,-3.730000
Oc1cccc(O)c1,0.810000,1.370000
Oc1ccc(Cl)cc1Cl,-1.550000,2.880000
CCSC(=O)N(CC)C1CCCCC1,-3.400000,3.200000
CCCCCC(=O)C,-1.450000,2.140000
CCOCCOCC,-0.770000,0.790000
Cc1ccc(Cl)cc1,-3.080000,3.090000
CCCCCCC,-4.530000,3.580000
CCCCCCCC(=O)OCC,-3.390000,3.200000
Cc1c2ccccc2c(C)c3ccc4ccccc4c13,-7.020000,5.970000
Cc1cncc(C)c1,0.380000,1.780000
CCCCOC(=O)CCCCCCCCC(=O)OCCCC,-3.896000,5.210000
Nc1ccccc1N(=O)=O,-1.960000,1.730000
COc2cnc1ncncc1n2,-1.139000,0.140000
CN(C)C(=O)N(C)C,0.940000,-0.470000
Oc1ccc2ccccc2c1,-2.280000,2.660000
Cc1ccc(cc1)S(=O)(=O)N,-1.740000,1.090000
C1c2ccccc2c3ccccc13,-5.000000,3.740000
CNC(=O)Oc1ccccc1C(C)C,-2.863000,2.720000
O=C2NC(=O)C1(CCCCC1)C(=O)N2,-3.060000,0.700000
CCCc1ccccc1,-3.370000,3.380000
OC4=C(C1CCC(CC1)c2ccc(Cl)cc2)C(=O)c3ccccc3C4=O,-5.931000,5.000000
O=C1NC(=O)NC(=O)C1(CC)CCC(C)C,-2.658000,1.890000
NC(=O)c1ccccc1O,-1.820000,1.170000
NS(=O)(=O)c2cc1c(NC(NS1(=O)=O)C(Cl)Cl)cc2Cl,-2.680000,0.970000
CCCCC(CC)COC(=O)c1ccccc1C(=O)OCC(CC)CCCC,-6.960000,8.030000
COc1ccc(cc1)N(=O)=O,-2.410000,1.760000
Cc1c(cccc1N(=O)=O)N(=O)=O,-3.000000,2.370000
Clc1cccc(n1)C(Cl)(Cl)Cl,-3.760000,3.460000
Cc1ccc(C)cc1,-2.770000,3.000000
CCCC(C)(COC(N)=O)COC(N)=O,-1.807000,0.930000
NC(=O)N,0.960000,-1.360000
COC(=O)C1=C(C)NC(=C(C1c2ccccc2N(=O)=O)C(=O)OC)C,-4.760000,1.820000
CC(C)SC(C)C,-2.240000,2.360000
o1c2ccccc2c3ccccc13,-4.600000,3.150000
CC1=CC(=O)CC(C)(C)C1,-1.060000,2.320000
CCOC(C)OCC,-0.430000,1.130000
CCCCCCCCOC(=O)c1ccccc1C(=O)OCCCCCCCC,-5.115000,8.180000
c1ccc2ccccc2c1,-3.600000,2.960000
O=C(c1ccccc1)c2ccccc2,-3.120000,3.430000
CCOC=C,-0.850000,0.990000
Oc1cccc(c1)N(=O)=O,-1.010000,1.610000
O=C2NC(=O)C1(CC1)C(=O)N2,-1.886000,-0.640000
CCN(CC)C(=S)SSC(=S)N(CC)CC,-4.860000,4.160000
CC(C)=CCCC(O)(C)C=C,-1.990000,2.650000
NC(=O)c1cccnc1,0.610000,-0.390000
CCOc2ccc1nc(sc1c2)S(N)(=O)=O,-3.810000,1.600000
CCCCSP(=O)(SCCCC)SCCCC,-5.140000,5.570000
Nc3nc(N)c2nc(c1ccccc1)c(N)nc2n3,-2.404000,1.110000
ClC(Cl)(Cl)C(Cl)(Cl)Cl,-3.670000,3.320000
CC1OC(CC(O)C1O)OC2C(O)CC(OC2C)OC8C(O)CC(OC7CCC3(C)C(CCC4C3CCC5(C)C(CCC45O)C6=CC(=O)OC6)C7)OC8C,-5.293000,3.600000
c1(C(C)(C)C)cc(C(C)(C)C)cc(OC(=O)NC)c1,-4.240000,4.560000
COc2ncc1nccnc1n2,-1.110000,0.220000
O2c1cc(C)ccc1N(C)C(=O)c3cc(N)cnc23,-3.043000,1.520000
O=C1CCCN1,1.070000,-0.580000
CCN(CC)c1nc(Cl)nc(NC(C)C)n1,-3.785000,3.190000
CC(=O)OCC(=O)C3(O)CCC4C2CCC1=CC(=O)CCC1(C)C2C(=O)CC34C,-4.210000,2.100000
O=C2NC(=O)C1(CCCCCCC1)C(=O)N2,-2.982000,1.590000
c1c(Br)ccc2ccccc12,-4.400000,3.730000
C=CCS(=O)SCC=C,-0.830000,2.020000
CC(=O)SC4CC1=CC(=O)CCC1(C)C5CCC2(C)C(CCC23CCC(=O)O3)C45,-4.173000,3.640000
Clc1cccc2ccccc12,-3.930000,3.570000
N(Nc1ccccc1)c2ccccc2,-2.920000,3.760000
Fc1c[nH]c(=O)[nH]c1=O,-1.077000,-0.660000
BrCCBr,-1.680000,1.870000
CCC2NC(=O)c1cc(c(Cl)cc1N2)S(N)(=O)=O,-3.290000,1.190000
O=C1N(C2CCC(=O)NC2=O)C(=O)c3ccccc13,-2.676000,0.020000
CCCCCCCCCC(=O)OCC,-4.100000,4.090000
Oc1cccc2ncccc12,-2.540000,1.830000
CC(=O)CC(c1ccc(Cl)cc1)c2c(O)c3ccccc3oc2=O,-5.839000,3.350000
CBr,-0.790000,1.020000
ClC(Cl)(Cl)C(NC=O)N1C=CN(C=C1)C(NC=O)C(Cl)(Cl)Cl,-4.190000,1.930000
CCC(C)c1cc(cc(N(=O)=O)c1O)N(=O)=O,-3.380000,3.240000
c1cc2ccc3ccc4ccc5cccc6c(c1)c2c3c4c56,-9.018000,5.610000
CCOC(=O)CC(SP(=S)(OC)OC)C(=O)OCC,-3.370000,1.860000
OC1CCCCCC1,-0.880000,1.730000
ON=Cc1ccc(o1)N(=O)=O,-2.190000,0.780000
O=C1NC(=O)NC(=O)C1(CC)C(C)C,-2.148000,1.000000
c1ccc2c(c1)[nH]c3ccccc32,-5.270000,3.090000
CCCCCCOC(=O)c1ccccc1C(=O)OCCCCCC,-6.144000,6.410000
CCCCCC(C)C,-5.080000,3.860000
c1ccccc1O,0.000000,1.670000
CCOP(=S)(OCC)SC(CCl)N2C(=O)c1ccccc1C2=O,-6.340000,3.820000
Sc2nc1ccccc1s2,-3.180000,2.890000
Cc3cc2nc1c(=O)[nH]c(=O)nc1n(CC(O)C(O)C(O)CO)c2cc3C,-3.685000,-0.920000
CCCCCC(C)(C)O,-1.720000,2.390000
NC(=O)c1ccccc1,-0.960000,0.820000
C1SC(=S)NC1(=O),-1.770000,0.610000
O=C1NC(=O)C(=O)C(=O)N1,-1.250000,-0.910000
CC=C(C)C,-2.560000,2.120000
CCCOC(=O)c1ccc(N)cc1,-2.452000,2.030000
CCCOP(=S)(OCCC)SCC(=O)N1CCCCC1C,-4.150000,3.590000
CCc1cccc2ccccc12,-4.170000,3.920000
CCCCCCCBr,-4.430000,3.680000
Clc1ccc(c(Cl)c1)c2c(Cl)ccc(Cl)c2Cl,-7.430000,6.640000
COC=O,0.580000,-0.130000
CN(C)C(=O)Nc1ccc(c(Cl)c1)n2nc(oc2=O)C(C)(C)C,-4.328000,3.440000
CC(=C)C=C,-2.030000,1.880000
CCCC(O)CCC,-1.400000,2.190000
Clc1ccc(cc1)c2ccc(Cl)cc2,-6.560000,4.830000
CCCN(=O)=O,-0.800000,0.900000
O=C1CNC(=O)N1,-0.400000,-1.450000
c1(C#N)c(Cl)c(C#N)c(Cl)c(Cl)c(Cl)1,-5.640000,4.100000
Cc1cccc(O)c1,-0.680000,2.180000
CCC(=C)C,-2.730000,2.180000
CCCCC(O)CC,-1.470000,2.190000
OC(C1=CC2C5C(C1C2=C(c3ccccc3)c4ccccn4)C(=O)NC5=O)(c6ccccc6)c7ccccn7,-3.931000,3.390000
CCCC1C(=O)N3N(C1=O)c2cc(C)ccc2N=C3N(C)C,-3.538000,2.380000
CCCI,-2.290000,2.330000
CCSCC,-1.340000,1.730000
Cc1cccc(c1)N(=O)=O,-2.440000,2.430000
Cc1cc(C)c2ccccc2c1,-4.290000,3.990000
CCN2c1nc(C)cc(C(F)(F)F)c1NC(=O)c3cccnc23,-4.207000,2.880000
Cc1ccc2c(ccc3ccccc32)c1,-5.840000,4.470000
CCCCCC(=O)OC,-1.870000,1.960000
CCCOC(C)C,-1.340000,1.780000
CC=C(C(=CC)c1ccc(O)cc1)c2ccc(O)cc2,-4.950000,4.830000
CCN2c1ncccc1N(C)C(=O)c3cccnc23,-2.620000,1.730000
CCCCCC,-3.840000,3.130000
CCc1ccccc1C,-3.210000,3.440000
C2c1ccccc1N(CCF)C(=O)c3ccccc23,-3.535000,3.250000
COc1ccccc1OCC(O)COC(N)=O,-0.985000,0.450000
Clc1ccc(cc1Cl)c2cc(Cl)c(Cl)c(Cl)c2Cl,-7.820000,7.240000
CC(Cl)Cl,-1.290000,1.520000
CCCC(C)CO,-1.110000,1.610000
Nc1ncnc2n(ccc12)C3OC(CO)C(O)C3O,-1.950000,-1.280000
CC(C)Cc1ccccc1,-4.120000,3.660000
CCN(CC)C(=O)C(=CCOP(=O)(OC)OC)Cl,0.523000,1.010000
Oc1ccc(Cl)cc1,-0.700000,2.270000
COC(C)(C)C,-0.240000,1.180000
Clc1ccccc1C2=NCC(=O)Nc3ccc(cc23)N(=O)=O,-3.499000,3.150000
NNc1ccccc1,0.070000,1.360000
O2c1ccc(N)cc1N(C)C(=O)c3cc(C)ccc23,-3.928000,2.140000
O=C1NC(=O)NC(=O)C1(C)C,-1.742000,-0.170000
CC(C)CBr,-2.430000,2.270000
c3ccc2c(O)c1ccccc1cc2c3,-4.730000,3.650000
CCCCCCCCCCCCCCCCCCO,-8.400000,7.030000
CCS,-0.600000,1.090000
c1ccc(cc1)c2ccc(cc2)c3ccccc3,-7.110000,5.270000
CCCCc1c(C)nc(nc1O)N(C)C,-2.240000,3.110000
CCC(C)(C)CO,-1.040000,1.550000
CC(=O)OC3(CCC4C2CCC1=CC(=O)CCC1C2CCC34C)C#C,-4.800000,3.660000
CC(C)C(C)C(C)C,-4.800000,3.550000
C=CCCC=C,-2.680000,2.520000
CCC1(C(=O)NCNC1=O)c2ccccc2,-2.640000,1.120000
CCCCCC(C)O,-1.550000,2.110000
CNC(=O)Oc1cccc2CC(C)(C)Oc12,-2.800000,2.050000
NS(=O)(=O)c2cc1c(NCNS1(=O)=O)cc2Cl,-2.630000,-0.580000
CCC,-1.940000,1.800000
CC12CCC(CC1)C(C)(C)O2,-1.640000,2.350000
COc2cnc1cncnc1n2,-0.910000,0.140000
C=C,-0.400000,1.110000
Cc1ccccc1Br,-2.230000,3.260000
CCN(CC)C(=O)CSc1ccc(Cl)nn1,-1.716000,1.340000
O=C1NC(=O)C(N1)(c2ccccc2)c3ccccc3,-4.097000,2.150000
COC(=O)c1cc(O)c(O)c(O)c1,-1.240000,1.070000
CCOC(=O)CC(=O)OCC,-0.820000,0.670000
CC(C)C1CCC(C)CC1O,-2.530000,2.660000
COc2ccc(Oc1ccc(NC(=O)N(C)C)cc1)cc2,-4.160000,2.670000
Cc2c(N)c(=O)n(c1ccccc1)n2C,-0.624000,0.330000
C1OC1c2ccccc2,-1.600000,1.740000
Clc1ccccc1I,-3.540000,3.510000
CCN2c1cc(Cl)ccc1NC(=O)c3cccnc23,-5.360000,3.090000
CC4CC3C2CCC1=CC(=O)C=CC1(C)C2(F)C(O)CC3(C)C4(O)C(=O)COC(C)=O,-4.900000,2.120000
Oc1c(Cl)c(Cl)cc(Cl)c1Cl,-3.370000,4.090000
CC12CC(O)C3C(CCC4=CC(=O)CCC34C)C2CCC1C(=O)CO,-3.240000,2.020000
CCOP(=S)(OCC)SCSc1ccc(Cl)cc1,-5.736000,4.890000
Clc1ccc(c(Cl)c1)c2ccc(Cl)c(Cl)c2Cl,-7.800000,6.640000
c1c(NC(=O)OC(C)C(=O)NCC)cccc1,-1.830000,1.650000
ClC1C(Cl)C(Cl)C(Cl)C(Cl)C1Cl,-4.640000,4.350000
Cc1ccc2cc3ccccc3cc2c1,-6.960000,4.470000
c1ccc2c(c1)cc3ccc4cccc5ccc2c3c45,-8.699000,5.270000
CC(=O)OCC(=O)C1(O)CCC2C3CCC4=CC(=O)CCC4(C)C3C(O)CC21C,-4.880000,1.720000
CCC(C)C,-3.180000,2.530000
COP(=O)(NC(C)=O)SC,0.540000,-0.330000
O=C1N(COC(=O)C)C(=O)C(N1)(c2ccccc2)c3ccccc3,-4.470000,2.230000
Clc1ccc(Cl)c(c1)c2cc(Cl)c(Cl)c(Cl)c2Cl,-7.680000,7.240000
CCCCCCCCCCCCCCCC,-8.400000,7.580000
CCOC(=O)c1ccc(N)cc1,-2.100000,1.500000
O=C1NC(=O)NC(=O)C1(C(C)CCC)CC=C,-2.356000,2.030000
Oc1c(Br)cc(C#N)cc1Br,-3.330000,3.060000
CCOP(=S)(OCC)SCSP(=S)(OCC)OCC,-5.540000,3.930000
CCC(Br)(CC)C(=O)NC(N)=O,-2.680000,1.390000
C1OC(O)C(O)C(O)C1O,0.390000,-2.300000
c1ccccc1C(O)c2ccccc2,-2.550000,2.990000
Nc1ccc(O)cc1,-0.800000,0.840000
CC1CC(C)C(=O)C(C1)C(O)CC2CC(=O)NC(=O)C2,-1.130000,0.900000
O=N(=O)c1c(Cl)c(Cl)ccc1,-3.480000,3.120000
CCCCC(C)CC,-5.160000,3.860000
Clc1ccc(cc1)c2cccc(Cl)c2Cl,-6.260000,5.430000
COc1cc(cc(OC)c1O)C6C2C(COC2=O)C(OC4OC3COC(C)OC3C(O)C4O)c7cc5OCOc5cc67,-3.571000,1.160000
Cc3nnc4CN=C(c1ccccc1Cl)c2cc(Cl)ccc2n34,-4.090000,2.890000
CN(C)C(=O)Oc1cc(C)nn1c2ccccc2,-2.090000,2.000000
CCC(C)CO,-0.470000,1.170000
CCCCCC1CCCC1,-6.080000,4.290000
CCNC(=S)NCC,-1.460000,0.690000
Cc1c(C)c(C)c(C)c(C)c1C,-5.230000,5.050000
CC(=O)OC3CCC4C2CCC1=CC(=O)CCC1(C)C2CCC34C,-5.184000,3.810000
CC(Cl)CCl,-1.600000,1.920000
O=C1CCCCC1,-0.600000,1.490000
Nc1nc(O)nc2nc[nH]c12,-3.401000,-0.200000
O=C2NC(=O)C1(CCC1)C(=O)N2,-1.655000,-0.190000
CCOC(=O)NCCOc2ccc(Oc1ccccc1)cc2,-4.700000,3.310000
CCCC(C)O,-0.290000,1.220000
Cc1ccccc1N,-2.210000,1.660000
c1ccc2cc3c4cccc5cccc(c3cc2c1)c45,-8.490000,5.270000
COC(=O)Nc2nc1ccc(cc1[nH]2)C(=O)c3ccccc3,-3.880000,3.260000
CCCC=C(CC)C=O,-2.460000,2.490000
CCCC(=O)CC,-0.830000,1.950000
Cc1cc(cc(N(=O)=O)c1O)N(=O)=O,-1.456000,2.060000
CCCCCC=C,-3.730000,3.270000
CCCCCBr,-3.080000,2.790000
CNC(=O)Oc1cccc2ccccc12,-3.224000,2.460000
Clc1c(Cl)c(Cl)c(c(Cl)c1Cl)c2c(Cl)c(Cl)c(Cl)c(Cl)c2Cl,-11.600000,9.660000
ClC(=C)Cl,-1.640000,1.860000
c1ccoc1,-0.820000,1.110000
c1cc2cccc3c4cccc5cccc(c(c1)c23)c54,-8.804000,5.270000
CN(C)C(=O)NC1CCCCCCC1,-2.218000,2.000000
COc1ccc(cc1)C(O)(C2CC2)c3cncnc3,-2.596000,1.470000
CC34CC(O)C1(F)C(CCC2=CC(=O)C=CC12C)C3CC(O)C4(O)C(=O)CO,-3.680000,0.240000
c1cC2C(=O)NC(=O)C2cc1,-2.932000,-0.210000
CSC,-0.450000,1.220000
OCC1OC(O)C(O)C(O)C1O,0.740000,-2.930000
c1ccccc1NC(=O)c2c(O)cccc2,-3.590000,2.760000
CCCCS,-2.180000,2.060000
Clc1ccc(Cl)c(Cl)c1,-3.590000,3.790000
C2c1ccccc1N(CCF)C(=O)c3ccccc23,-4.799000,3.250000
COc5cc4OCC3Oc2c1CC(Oc1ccc2C(=O)C3c4cc5OC)C(C)=C,-4.420000,3.320000
CCNc1nc(Cl)nc(n1)N(CC)CC,-4.060000,2.770000
CC(=O)Nc1ccc(cc1)N(=O)=O,-2.692000,1.150000
Nc2nc1[nH]cnc1c(=O)[nH]2,-3.583000,-1.150000
Cn1ccc(=O)[nH]c1=O,-0.807000,-0.630000
CCOC(=O)c1ccccc1C(=O)OCC,-2.350000,2.690000
O=C(C=CC=Cc2ccc1OCOc1c2)N3CCCCC3,-3.460000,2.780000
CCN2c1cc(OC)cc(C)c1NC(=O)c3cccnc23,-5.153000,2.840000
CC2Cc1ccccc1N2NC(=O)c3ccc(Cl)c(c3)S(N)(=O)=O,-3.586000,2.640000
O=N(=O)c1ccccc1N(=O)=O,-3.100000,1.850000
CCCCCCCC=C,-5.050000,4.160000
Clc1cc(Cl)c(cc1Cl)c2cc(Cl)c(Cl)cc2Cl,-8.560000,7.240000
CCN(CC)c1c(cc(c(N)c1N(=O)=O)C(F)(F)F)N(=O)=O,-5.470000,3.370000
CN(C)C(=O)C,1.110000,-0.580000
ClC2=C(Cl)C3(Cl)C1C=CCC1C2(Cl)C3(Cl)Cl,-5.640000,4.620000
CCOCC,-0.090000,0.840000
OCC(O)C2OC1OC(OC1C2O)C(Cl)(Cl)Cl,-1.840000,0.080000
Nc1cccc2ccccc12,-1.920000,2.130000
c1cc2ccc(OC)c(CC=C(C)(C))c2oc1=O,-4.314000,3.350000
CCOP(=S)(OCC)Oc1cc(C)nc(n1)C(C)C,-3.640000,4.190000
CC(C)OC(C)C,-1.100000,1.670000
CC(C)N(C(C)C)C(=O)SCC(Cl)=C(Cl)Cl,-4.880000,3.800000
CCCC=O,-0.010000,0.760000
CCCSCCC,-2.580000,2.770000
O=C1NC(=O)NC(=O)C1(C)CC=C,-1.160000,0.410000
CCCCCCCO,-1.810000,2.140000
CC1CC2C3CCC4=CC(=O)C=CC4(C)C3(F)C(O)CC2(C)C1(O)C(=O)CO,-3.590000,1.680000
c1nccc(C(=O)NN)c1,0.009000,-0.690000
CN(C)C(=O)Nc1cccc(OC(=O)NC(C)(C)C)c1,-2.930000,1.880000
CN(C)C(=O)Nc1ccc(C)c(Cl)c1,-3.460000,2.440000
O=C1N(COC(=O)CCCCC)C(=O)C(N1)(c2ccccc2)c3ccccc3,-5.886000,4.270000
Cc1c(F)c(F)c(COC(=O)C2C(C=C(Cl)C(F)(F)F)C2(C)C)c(F)c1F,-7.321000,5.510000
CC(C)=CC3C(C(=O)OCc2cccc(Oc1ccccc1)c2)C3(C)C,-5.240000,5.570000
c2ccc1NCCc1c2,-1.040000,1.490000
CCN(Cc1c(F)cccc1Cl)c2c(cc(cc2N(=O)=O)C(F)(F)F)N(=O)=O,-6.780000,5.670000
CCCCCCCCCC(=O)OC,-4.690000,3.740000
ClC(Cl)C(Cl)(Cl)Cl,-2.600000,3.080000
Cc1cc(no1)C(=O)NNCc2ccccc2,-2.461000,1.430000
CCCOCC,-0.660000,1.360000
Clc1cccc(c1)c2cc(Cl)ccc2Cl,-6.010000,5.430000
Cc1cccc(C)n1,0.450000,1.020000
CC(C)=CCCC(C)=CC(=O),-2.060000,2.660000
Clc1cc(Cl)c(c(Cl)c1)c2c(Cl)cc(Cl)cc2Cl,-8.710000,7.240000
COCCCNc1nc(NC(C)C)nc(SC)n1,-2.928000,2.250000
Clc1ccccc1Cl,-3.050000,3.180000
Clc1cccc(c1Cl)c2c(Cl)c(Cl)cc(Cl)c2Cl,-8.600000,7.240000
O2c1ccccc1N(C)C(=O)c3cccnc23,-3.672000,1.830000
COc1ccc(Cl)cc1,-2.780000,2.420000
CC(=C)C,-2.330000,1.740000
O=C(Cn1ccnc1N(=O)=O)NCc2ccccc2,-2.810000,1.320000
Oc1ccc(cc1)c2ccccc2,-3.480000,3.320000
Nc1cccc(c1)N(=O)=O,-2.190000,1.080000
COP(=O)(OC)OC(=CCl)c1cc(Cl)c(Cl)cc1Cl,-4.522000,4.190000
CC1=CCCCC1,-3.270000,2.550000
CCOC(=O)c1ccc(N)cc1,-2.616000,1.500000
Cc1cccnc1C,0.380000,1.400000
CCCCC(=O)OCC,-2.250000,1.870000
Cn1c(=O)n(C)c2nc[nH]c2c1=O,-1.390000,-0.770000
O=c2[nH]c(=O)c1[nH]c(=O)[nH]c1[nH]2,-3.930000,-1.540000
c1ccccc1(OC(=O)NC),-1.803000,1.470000
CC(C)CCO,-0.510000,1.090000
Cc1cc(C)c(C)c(C)c1C,-4.000000,4.540000
Fc1cccc(F)c1,-2.000000,2.260000
O=C1N(COC(=O)CCCCCC)C(=O)C(N1)(c2ccccc2)c3ccccc3,-6.301000,4.710000
Cc1ccc2ccccc2c1,-3.770000,3.480000
CC34CCC1C(CC=C2CC(O)CCC12C)C3CCC4=O,-4.120000,3.360000
NS(=O)(=O)c2cc1c(NC(NS1(=O)=O)C(Cl)Cl)cc2Cl,-2.680000,0.970000
CC(C)C(C)C,-3.650000,2.820000
Clc1ccc(cc1)N(=O)=O,-2.920000,2.520000
OCC(O)C(O)CO,0.700000,-2.470000
CC(C)C=C,-2.730000,2.230000
CCC(C)(O)CC,-0.360000,1.580000
CC#N,0.260000,-0.170000
Cc1cc(C)c(C)cc1C,-4.590000,4.030000
COP(=S)(OC)Oc1cc(Cl)c(Br)cc1Cl,-6.090000,4.640000
COc1ccccc1O,-1.960000,1.510000
CN(C)C(=O)C(c1ccccc1)c2ccccc2,-2.980000,2.930000
CCCCCCCCCCCCO,-4.800000,4.360000
CCCC=C,-2.680000,2.380000
CC(C)(C)c1ccc(O)cc1,-2.410000,3.210000
CCCC1COC(Cn2cncn2)(O1)c3ccc(Cl)cc3Cl,-3.493000,4.330000
CCCCCC=O,-1.300000,1.650000
Clc1ccc(cc1)c2ccccc2Cl,-5.250000,4.830000
CC(C)Nc1nc(Cl)nc(NC(C)C)n1,-4.430000,2.610000
Brc1ccccc1Br,-3.500000,3.510000
Cc1cccc(C)c1,-2.820000,3.000000
CCCCCCCCCC(C)O,-2.940000,3.890000
ClCCCl,-1.060000,1.500000
O=C1NC(=O)NC(=O)C1(C(C)C)CC=C(C)C,-2.593000,1.770000
CCCC(C)(C)O,-0.490000,1.500000
O=C1N(COC(=O)CC)C(=O)C(N1)(c2ccccc2)c3ccccc3,-4.907000,2.930000
CN(=O)=O,0.260000,0.020000
Clc1ccc(cc1)c2c(Cl)cccc2Cl,-6.140000,5.430000
Clc2ccc1oc(=O)[nH]c1c2,-2.831000,1.940000
