smiles,solubility,logp
CCBr,-1.090000,1.380000
C1Cc2ccccc2C1,-3.040000,2.980000
Cc1ccccc1N(=O)=O,-2.330000,2.430000
CC1=CCC(CC1)C(C)=C,-4.260000,3.220000
C1c2ccccc2c3ccc4ccccc4c13,-6.680000,4.730000
CCCCCCCCCCCC(=O)OC,-4.690000,4.620000
CC12CC(O)C3C(CCC4=CC(=O)CCC34C)C2CCC1(O)C(=O)CO,-3.090000,1.280000
O=N(=O)c1ccc(cc1)N(=O)=O,-3.390000,1.850000
CC(=O)OCC(=O)C3(O)C(CC4C2CCC1=CC(=O)C=CC1(C)C2(F)C(O)CC34C)OC(C)=O,-4.130000,1.120000
CN2C(=C(O)c1ccccc1S2(=O)=O)C(=O)Nc3ccccn3,-4.160000,0.600000
CC(C)=CCC/C(C)=C\CO,-2.460000,2.500000
CCN(CC)c1c(cc(c(N)c1N(=O)=O)C(F)(F)F)N(=O)=O,-3.561000,3.370000
CS(=O)(=O)c1ccc(cc1)C(O)C(CO)NC(=O)C(Cl)Cl,-2.154000,-0.220000
CC(=O)OCC(=O)C3(O)CCC4C2CCC1=CC(=O)C=CC1(C)C2C(O)CC34C,-4.370000,1.710000
CCOP(=S)(OCC)SCn1c(=O)oc2cc(Cl)ccc12,-5.233000,3.750000
CCOC(=O)C=Cc1ccccc1,-3.000000,2.870000
CCCC(C)(C)C,-4.360000,3.270000
CCNP(=S)(OC)OC(=CC(=O)OC(C)C)C,-3.408000,1.790000
CC(C)(C)CO,-0.400000,1.100000
CC(C)NC(=O)N1CC(=O)N(C1=O)c2cc(Cl)cc(Cl)c2,-4.376000,2.290000
Cc1ccc(O)cc1,-0.730000,2.180000
Clc1cccc(Cl)c1Cl,-4.000000,3.790000
CCC#CCC,-1.990000,2.720000
Oc1cc(Cl)c(Cl)c(Cl)c1Cl,-3.150000,4.090000
CSc1nc(NC(C)C)nc(NC(C)C)n1,-4.100000,3.010000
ClCC#CCOC(=O)Nc1cccc(Cl)c1,-4.370000,3.570000
Oc1ccc(Cl)c(Cl)c1Cl,-2.670000,3.480000
OCC1OC(OC2C(O)C(O)C(O)OC2CO)C(O)C(O)C1O,-0.244000,-4.700000
CC34CC(O)C1(F)C(CCC2=CC(=O)CCC12C)C3CCC4(O)C(=O)CO,-3.430000,1.320000
NC(=O)NC1NC(=O)NC1=O,-1.600000,-2.360000
Cc1ccc(cc1)N(=O)=O,-2.490000,2.430000
FC(F)(F)C(Cl)Br,-1.710000,2.120000
CCCOCCC,-1.620000,1.880000
c2ccc1ocnc1c2,-1.160000,1.320000
Clc1c(Cl)c(Cl)c(N(=O)=O)c(Cl)c1Cl,-5.820000,4.930000
Oc1ccc(cc1)N(=O)=O,-0.740000,1.610000
Clc1cccc(Cl)c1,-3.040000,3.180000
CN(C(=O)NC(C)(C)c1ccccc1)c2ccccc2,-3.350000,3.390000
ClCC(C)C,-2.000000,2.080000
ClCCBr,-1.320000,1.690000
OC1C=CC2C1C3(Cl)C(=C(Cl)C2(Cl)C3(Cl)Cl)Cl,-5.460000,3.430000
Cc1ccc(N)cc1,-1.210000,1.660000
CCCCOc1ccc(C(=O)OCC)c(c1)N(CC)CC,-3.840000,4.320000
CCCCCC#C,-3.010000,2.770000
CC1(OC(=O)N(C1=O)c2cc(Cl)cc(Cl)c2)C=C,-4.925000,3.740000
COC(=O)C,0.460000,-0.080000
CCc1cccc(CC)c1N(COC)C(=O)CCl,-3.260000,3.590000
Clc1cc(Cl)c(Cl)c(Cl)c1,-4.630000,4.390000
CCOC(=O)c1cncn1C(C)c2ccccc2,-4.735000,2.500000
CC1CCCCC1,-3.850000,2.950000
CCCCCCO,-1.240000,1.690000
Nc1ccccc1Cl,-1.520000,1.750000
ClC(Cl)(Cl)N(=O)=O,-2.000000,2.470000
ClC(Cl)=C(c1ccc(Cl)cc1)c2ccc(Cl)cc2,-6.900000,6.110000
Oc2ccc1CCCCc1c2,-1.990000,3.120000
c1ccc2c(c1)ccc3ccccc32,-5.260000,3.950000
CC(C)c1ccc(NC(=O)N(C)C)cc1,-3.536000,2.570000
COc1cccc(Cl)c1,-2.780000,2.420000
CC(C)Br,-1.590000,1.790000
CC12CC(=O)C3C(CCC4=CC(=O)CCC34C)C2CCC1(O)C(=O)CO,-3.110000,1.660000
c1ccc2c(c1)c3ccccc3c4ccccc24,-6.726000,4.940000
Nc1cc(nc(N)n1=O)N2CCCCC2,-1.989000,1.300000
CNC(=O)Oc1ccccc1C2OCCO2,-1.570000,1.450000
CCN2c1nc(Cl)ccc1N(C)C(=O)c3cccnc23,-4.114000,2.550000
Clc1ccc(cc1)c2cccc(Cl)c2Cl,-6.290000,5.430000
Oc1cccc2cccnc12,-2.420000,1.830000
Oc1c(Cl)cc(Cl)cc1Cl,-2.340000,3.480000
OC1CCCCC1,-0.440000,1.280000
c1ccc2cnccc2c1,-1.450000,1.750000
Clc1ccccc1c2ccccc2,-4.540000,4.220000
c2ccc1[nH]ncc1c2,-2.160000,1.300000
CSSC,-1.440000,1.350000
OC1CCCCCCC1,-1.290000,2.170000
CCC(C)O,0.470000,0.780000
c2c(C)cc1nc(C)ccc1c2,-1.940000,2.780000
C1CCOC1,0.490000,0.530000
OC(Cn1cncn1)(Cn2cncn2)c3ccc(F)cc3F,-1.800000,0.560000
COP(=S)(OC)Oc1ccc(N(=O)=O)c(C)c1,-4.040000,3.120000
CCCCOC(=O)c1ccccc1C(=O)OCCCC,-4.400000,4.630000
CCCC(=O)OCC,-1.360000,1.420000
Cc1ccccc1O,-0.620000,2.180000
CC(C#C)N(C)C(=O)Nc1ccc(Cl)cc1,-3.900000,2.570000
Cc1cc(C)cc(O)c1,-1.400000,2.700000
