SMILES,MTP
O=[N+]([O-])c1cc(ccc1C(=O)C)C(=O)C,46.0
ClCCc1ccc(cc1)CCCl,46.5
O=CNN(C)c1ccccc1,46.799999
OC(CCCc1ccccc1)c1ccccc1,47.0
[Si](C)(C)(C)C#CC1(O)Cc2ccccc21,47.200001
O=C(N(CC)CC)c1ccccc1CC(=O)c1ccccc1C,47.200001
O=C1Cc2cc(C)cc(C)c21,47.5
O=C(O)CCCc1ccccc1,48.0
O=C(OC)c1cc2ccccc2cc1C(=O)OC,48.5
O=C(OCC)C(C#N)=Cc1ccccc1,48.5
O=C1C=Cc2ccccc2C=C1CC,49.0
BrCC(=O)c1ccccc1,49.0
O=C(O)CCc1ccccc1,49.0
FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(=O)N(Cc1ccccc1)Cc1ccccc1,49.0
N1c2ccccc2CC1c1ccccc1,49.0
[N-]=[N+]=Nc1ccccc1c1ccccc1,49.0
Oc1ccc(N=Nc2ccc(cc2)CCCC)cc1,49.200001
[S+2]([O-])([O-])(OCCOCc1ccccc1)c1ccc(C)cc1,49.5
O(CC=C)C1(C#Cc2ccccc2)Cc2ccccc21,49.799999
CC1(C)CC(C)(c2ccccc21)c1ccccc1,50.0
O=C(c1ccccc1)c1ccc(C)cc1,50.0
[nH0]1ccc(C)c(c1)C=NN(C)C,50.0
O=C(OC1CC(C)CCC1C(C)C)C1(C)CCC(C)C1(C)C,50.0
O=C(C=C1Cc2ccccc21)c1ccccc1,50.099998
O=C(OC)[nH0]1c2ccccc2c(C)c1C,50.200001
Fc1ccc(cc1)C(=O)C=C(C)c1ccc(F)cc1,50.5
O=[N+]([O-])c1ccccc1C(C)C#N,50.5
[S+2]([O-])([O-])(OCC#N)c1ccc(C)cc1,50.5
O=C1C=C(c2ccccc21)c1ccccc1,50.799999
O=C1Cc2c1cc(C)c(OC)c2C,51.0
O=C(OC)CCc1cccc(c1)CCC(=O)OC,51.0
O=C(OCCC(OC(=O)c1ccccc1)c1ccccc1)c1ccccc1,51.0
O=C1Cc2cc(OC)ccc21,51.5
OC1(CC)c2ccccc2C1C,51.5
O=C(O)CC=C1C(O)C2(C)CCC1C2(C)C,51.5
O=C(OC)[nH0]1[nH0]c(C)cc1C,51.5
O=C(OC1CCCc2c(C)ccc(C)c21)C,52.0
c1ccc(cc1)CC(c1ccccc1)c1ccccc1,52.0
O=C1Cc2cc(C)ccc21,52.5
OC(c1ccccc1)c1cccc(C)c1,52.5
O=C(OC1CC(C)CCC1C(C)C)C(c1ccccc1)c1ccccc1,52.5
[nH0]1(C)c2ccccc2c2CCCCc12,52.5
O=C(C)C=C(C)c1ccc(OC)cc1,52.799999
O=CNc1ccccc1C,53.0
O=Cc1ccc(OC)c(C)c1C,53.0
FC(F)(F)C(C(=O)N(C(C)C)C(C)C)C(F)(F)F,53.0
OC(C)(C#CC(O)(C)CC)CC,53.0
O(C)c1ccc(N=Nc2ccccc2)cc1,53.0
O=C(C)CCc1oc2ccccc2c1c1oc(C)cc1,53.5
CC=1C(=CC(C=1C)C(C)C)Cc1ccccc1,53.5
O=C(OCC)C=Cc1cccc(c1)C=CC(=O)OCC,53.5
S(C)C(SC)=NC#N,53.5
O=C(C)CCc1ccc2CCC(Nc2c1)C,53.5
FC(F)(F)C(C(=O)N(C)C)C(F)(F)F,54.0
S(C)C(SC)=C(C#N)C(=O)OCC,54.0
O=[N+]([O-])c1ccccc1COC(=O)Cc1ccccc1,54.0
O=C1Cc2ccc(OC)cc21,54.5
O=[N+]([O-])c1ccccc1C#Cc1[nH0]cccc1,54.799999
ClC1Cc2cc3OCOc3cc21,55.0
O=C1C=C(OC)C2CCC1(C)C2(C)C,55.0
O=C(C)c1ccc2ccccc2c1,55.0
Nc1ccccc1Cc1ccccc1N,55.0
c1ccc(cc1)CCc1ccccc1,55.0
O=C(C=C1Cc2ccccc21)c1ccccc1,55.200001
O=C(C)c1c(O)c2ccccc2cc1c1ccccc1,55.200001
O=C1Cc2c1cccc2C,55.5
Brc1c(C)c(C)cc(C)c1C,55.5
O=C(O)CCC(C)Cc1ccccc1,55.5
O=C(C)CCc1ccc(cc1)CCC(=O)C,55.5
[S+2]([O-])([O-])(CC(OCc1ccccc1)COCc1ccccc1)c1ccccc1,55.5
O=C(OC1=CC(c2ccccc21)c1ccccc1)C,55.599998
Fc1cccc2CC(O)c21,55.799999
[Si](C)(C)(C)C1=CC2(CCCCC2)CC1=O,56.0
O=C1C=CC2C3C=CC(C3)C12,56.0
O=C1OC(=CCN=[N+]=[N-])C(OC)=C1OC,56.0
O=C(Oc1ccccc1C=Cc1ccccc1)C,56.0
O=C(OCC)C#Cc1cccc(C#CC(=O)OCC)c1,56.0
Brc1ccccc1C(c1oc(C)cc1)c1oc(C)cc1,56.5
c1ccc(cc1)C1(C=CC=CC1)c1ccccc1,56.5
Brc1ccc(C)c(c1O)C(=O)O,56.5
O=C1N(CCCCC1)c1ccccc1,56.5
s1cc([nH0]c1C)C(=O)OCC,56.5
O=C1C=C2CCCC(O)C2(C)CC1,57.0
FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(=O)N(C)C1CCCCC1,57.0
O=C1CCCCC1c1ccccc1,57.200001
OC1(C)Cc2cc(C)cc(C)c21,57.5
O=C(OCC)C(Cc1ccccc1)(Cc1ccccc1)C(=O)C,57.5
ClC(=Cc1ccccc1)c1cc2c([nH0](c(c3ccccc3)c2OC(=O)C)C(=O)C)cc1[N+](=O)[O-],57.5
O=[N+]([O-])c1cc(ccc1CCC(=O)C)CCC(=O)C,57.5
FC(F)(F)C(=O)OC1OC(=O)c2ccccc21,57.5
OC1Cc2ccccc21,58.0
CC1c2ccccc2C=C1c1ccccc1,58.0
CC=1Cc2ccccc2C=1c1ccccc1,58.200001
O=C1OC(CC1)(c1ccc(OC)cc1)C(C)(C)C(=O)OCC,58.799999
O=C(O)CCCc1ccc(OC)cc1,59.0
[Si](C)(C)(C)C1=CC2CCCCC2C1=O,59.0
N(CC1(C)CCC(C)C1(C)C)c1ccccc1,59.0
O=C(C)C(C(=O)C)C(c1oc(C)cc1)c1oc(C)cc1,59.5
O=C(OC)CCC(C)C1CCC2C3C=CC4CCCCC4(C)C3CCC21C,59.5
O=[N+]([O-])c1ccccc1C(C#N)C(=O)OCC,59.5
ClC1OC(=O)c2ccccc21,59.5
ClC1(Cc2ccccc21)c1ccccc1,60.0
O=C(N1c2ccccc2C(C)(C1=C)C(=O)OC)C,60.0
P(CCCP(c1ccccc1)c1ccccc1)(c1ccccc1)c1ccccc1,60.0
OCC(CCC(O)(C)C(O)C(C)C)C(C)C,60.0
Oc1ccc(cc1)Cc1ccc(OCC#C)cc1,60.0
O=C(Oc1cc(cc2ccccc12)c1ccccc1)C,60.099998
CC1=CC(c2ccccc21)c1ccccc1,60.5
O=[N+]([O-])c1cc([N+](=O)[O-])cc(c1)C(=O)OCCC(C)C,60.5
O=C(OC)c1ccc(cc1)C1(C)C=CC=CC=C1,61.0
O=CC=C1OC(=O)C(OC)=C1OC,61.0
S(C)C(SC)=C(C(=O)C)C(=O)C,61.0
S(C)C(SC)=C(C#N)C#N,61.0
ClC(=Cc1ccccc1[N+](=O)[O-])c1[nH0]cccc1,61.0
O(CC)C(OCC)CN=Cc1cccc(c1)C=NCC(OCC)OCC,61.0
O1COc2cc3CCc3cc12,61.5
O=C1N2CCCCC2=Cc2cc(C)cc(C)c12,61.5
O=[N+]([O-])c1ccccc1C(O)C(=O)OC,61.5
O=C(C)c1c(cc2ccccc2c1O)CCCC,61.799999
O=C(OC)c1ccc(C#N)cc1,62.0
C(#Cc1ccccc1)c1ccccc1,62.5
[nH0]1cc2ccccc2cc1C,62.5
Brc1c(C)c(C)cc2ccccc21,63.0
O=Cc1ccc(OCc2ccccc2)c(OC)c1,63.0
FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(=O)Nc1c(C)cc(C)cc1C,63.0
N#CC=1Cc2ccccc2C=1C,63.299999
O=C1N(CCOCCO)C(=O)c2ccccc21,63.5
O=C(Oc1ccccc1)C1=CC2(C)CCC1C2(C)C,63.5
Brc1ccc(cc1)C(c1oc(C)cc1)c1oc(C)cc1,63.5
Brc1ccc(O)cc1C,63.5
BrC(c1ccccc1)C(=O)c1cccc2ccccc21,63.5
O=C(OC1CC(C)CCC1C(C)C)C#Cc1ccccc1,63.5
[nH0]1cc2ccccc2cc1Cc1ccccc1,63.5
N1=C2C=CCC=C2C(C)=C1CC,63.5
O=C(Oc1ccc(N=Nc2ccc(cc2)CCCC)cc1)CCCCCCC,63.599998
[Si](OC1(C#Cc2ccccc2)Cc2ccccc21)(C)(C)C,64.0
O=C(NCc1ccccc1C(c1oc(C)cc1)c1oc(C)cc1)C,64.5
S=C=Nc1ccccc1C(c1oc(C)cc1)c1oc(C)cc1,64.5
Oc1ccccc1C(c1oc(C)cc1)c1oc(C)cc1,64.5
O=Cc1c(OC)cc(OC)cc1C,64.5
O=[N+]([O-])c1cc(C)cc([N+](=O)[O-])c1NC(=O)OCC,64.5
O=C(OC1CC(C)CCC1C(C)C)C(=Cc1ccccc1)Cc1ccccc1,64.5
O=C(OCCc1ccc(cc1)CCOC(=O)C)C,64.5
O=C([nH0]1cc(C)c2ccccc12)C,64.5
O=[N+]([O-])c1cc(C)ccc1NC(=O)OCC,64.5
ClCc1cc2ccccc2cc1C,65.0
BrCC(Br)c1cccc(c1)C(Br)CBr,65.0
CC(c1ccccc1)=C(C)c1ccccc1,65.0
O=C(OC1CC(C)CCC1C(C)C)C(=Cc1ccccc1)C(=O)c1ccccc1,65.0
[nH0]1c2[nH0]([nH0]cc2c(C)cc1C)c1ccccc1,65.5
BrCc1c([N+](=O)[O-])cc([N+](=O)[O-])cc1[N+](=O)[O-],65.5
O=C(OC)C=1Cc2ccccc2C=1C,65.699997
OC12CCCC2c2ccccc21,66.0
O=C1C=C(C=Cc2ccccc2)CCC1,66.0
FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(=O)Nc1[nH0]cccc1,66.0
O(CC#C)Cc1cc(COCC#C)c(cc1COCC#C)COCC#C,66.0
FC(F)(F)C(C(=O)NCCCCCCCCCC)C(F)(F)F,66.0
ClC1c2ccccc2C1=O,66.5
O(C)c1cc2CC(C#N)c2cc1C,66.5
O=C1c2ccccc2CC(c2ccccc2)C1C(=O)C,66.5
O=C1OC(OCC)c2cccc(OC)c21,67.0
O(CCC)c1ccc(N=Nc2ccc(cc2)CCCC)cc1,67.0
O=C1CCC2C3CCC(=O)C3C12,67.0
Brc1cc(C#CC(=O)O)cc(c1)C=CC(=O)O.O.O,67.0
O=C(Oc1ccccc1)c1ccccc1,67.0
O=C(O)c1cccc(c1)C(=O)O,67.5
O=[N+]([O-])c1ccccc1C(C#N)=C(OC)C,67.5
OC1(Cc2ccccc21)c1ccccc1,67.800003
O(C)C1=CC(c2ccccc21)c1ccccc1,68.0
Clc1cc(Cl)cc(c1)C=O,68.0
OCC(O)c1ccccc1,68.0
O=C(OC1CC(C)CCC1C(C)C)C1=CCC(=CC1)C(=O)OC1CC(C)CCC1C(C)C,68.0
O=C(OC1CC(C)CCC1C(C)C)C(Cc1ccccc1)C(=O)C,68.0
N1c2ccccc2CCC1CCc1ccc(N(C)C)cc1,68.199997
O=[N+]([O-])c1ccccc1C(C)(C#N)C(=O)OCC,68.199997
Brc1oc(cc1)C=CC(=O)c1oc(C)cc1,68.5
OC1C=C(C)c2ccccc21,68.900002
ClCCOC(=O)c1cc(OC)c(OC)c(OC)c1,69.0
N(C)(C)C(c1ccccc1)c1ccccc1,69.0
[O-][nH0+]1o[nH0]c2ccccc12,69.0
[nH0]1(C)c2ccccc2c(C)c1c1ccccc1,69.0
N#CC=1c2ccccc2CC=1C,69.5
Clc1cc(C)c(Cl)cc1C,69.5
O=C1OC(=O)C2C1C1OC2(C)C=C1,69.5
O=C1OC(C)(C)c2ccccc21,69.5
O=C(C=Cc1ccc(OC)cc1OC)c1ccccc1,69.5
O(C)c1ccc(cc1)C1(N=NC(C)=C1)C,69.5
S1CC(SC1C=Cc1ccccc1[N+](=O)[O-])C,69.5
O=C(OC)CC(C)CCC1C(O)(C)CCC2C(C)(C)CCCC21C,69.800003
O=C(OC1(C)Cc2c1c(C)c(C)c(C)c2C)C,69.900002
Brc1ccc(C)c([N+](=O)[O-])c1C,70.0
O=C1C=CC(=O)C(NCC(OCC)OCC)=C1,70.0
O=C(Oc1ccc(C)cc1)c1ccccc1,70.0
Clc1ccc(cc1[N+](=O)[O-])C=1Sc2[nH0][nH0]c([nH0]2N=1)c1ccc(OCCCC)cc1,70.0
N#Cc1ccc(N2N=N2)cc1,70.0
O=C1c2ccc(OC)cc2CCC1C(=O)C(=O)OC,70.5
O=C1OC(OC(=O)C)c2ccccc21,70.5
O=C1C(=C)C2CC(OC(=O)C)C3C45CCCC(C)(COC4OC)C5CC(OC(=O)C)C13C2OC(=O)C,70.699997
Clc1cccc2CC(=O)c21,71.0
O=C(OCC)c1[nH0][nH0](CO)c(C)c1,71.0
[nH0]1[nH0](CN(C[nH0]2[nH0]c(C)cc2C)Cc2ccccc2)c(C)cc1C,71.0
O=[N+]([O-])c1cc([N+](=O)[O-])c(cc1CCC(=O)OC)CCC(=O)OC,71.0
Cc1ccc(C)c2Cc1c(C)ccc2C,71.5
Brc1c(Br)c(C)c(C)c(C)c1C,71.5
Brc1c(OC)c(C)c(C)c(OC)c1C,71.5
ON=C1CC(CC=C1C)C(=C)C,71.5
ClC1C2OC(CC2)C(C)(C)C1O,71.5
Clc1[nH0]c(c[nH0]c1)C(=O)Nc1ccccc1OC,71.5
O=C(OCC)c1[nH0][nH0](c2[nH0][nH0](C)c(C)c2)c(C)c1,71.5
O=C(OCCCC)c1ccc(O)cc1,71.5
O=[N+]([O-])c1ccccc1C(C#N)C(=O)C,71.5
O=C(OC)NN,71.5
[S+2]([O-])([O-])(OCCCCCCO[S+2]([O-])([O-])c1ccc(C)cc1)c1ccc(C)cc1,71.800003
O=C1Cc2c1ccc1ccccc21,72.0
Clc1cc(c(Cl)cc1C(Cl)Cl)C(Cl)Cl,72.0
S=C(N1CCCCC1)c1ccc(OCc2ccccc2)c(OCC)c1,72.0
Clc1cc(NC(=O)C(C)(C(F)(F)F)C(F)(F)F)ccc1F,72.0
O=C(OC)C1(C)c2ccccc2N=C1CC,72.0
,72.5
ClCc1c2CCc2c(C)c2CCc21,72.5
BrCCc1ccc(cc1)CCBr,72.5
O=C1C=CC(=O)C2C3C=CC(C3)C12,72.5
O=C1OC(Cc2ccccc12)C1CCCCC1,72.5
N#CC1(C)c2ccccc2N=C1C,72.5
O=C(OC(CCC(=O)c1ccccc1)c1ccccc1)C,72.5
O=C1Cc2c1c(C)c(C)cc2C,73.0
O=C(Cc1ccccc1)c1ccc(OC)c(OC)c1,73.0
Fc1ccc(O)c([N+](=O)[O-])c1,73.0
ClCc1ccc(OCc2ccccc2)c(OC)c1,73.0
BrC(c1ccccc1)C(=O)C(=O)Cc1ccccc1,73.0
Brc1ccc(OC)c2c1CC2=O,73.5
O=C(O)C1Cc2ccccc21,73.5
Brc1cc(C)c(Br)cc1C,73.5
ClCCCOc1ccc(cc1)C=CC(=O)c1ccccc1,73.5
O=[N+]([O-])c1ccccc1NN=C(C(=O)OCC)C(=O)C,73.5
O=C(C)CCc1ccc2CCC(N(c2c1)C(=O)c1ccccc1)C,73.5
O=C([nH0]1c2ccccc2c(C)c1C)C,73.5
O=COCC1C(=O)C2(C)CCC1C2(C)C,74.0
Nc1ccccc1CCCCc1ccccc1N,74.0
BrCC(OC(=O)C)C1OC(=O)C(OC)=C1OC,74.0
O=C(OCC1(C)CCC(C)C1(C)C)c1ccc(N)cc1,74.0
O=C(OC(COc1ccc(cc1)C=CC(=O)c1ccccc1)COc1ccc(cc1)C(=O)C=Cc1ccccc1)c1ccc(OC)cc1,74.0
O=C(C)CC(=O)c1c(C)c(C)c(C)c(C)c1C,74.400002
O=C1CCC(c2ccccc2)c2ccccc12,74.5
O1C(=Cc2ccccc2C11OCCO1)c1ccccc1C,74.5
Clc1ccc2oc(CCC(=O)C)c(c2c1)c1oc(C)cc1,74.5
CC=1c2ccccc2CC=1c1ccccc1,74.5
O=Cc1ccc(N(C)C)cc1,74.5
BrC(Br)=Cc1ccccc1,74.5
S=C(N1CCOCC1)C(=O)c1ccccc1,74.5
O=C(OC)C1=Nc2ccccc2C1(C)C,74.5
O=C(Nc1ccccc1)C1CCCCC1=CCc1ccccc1,74.800003
O(C)c1ccc2CC3(CCC(CC3)c3ccc(cc3)C(C)(C)C)Cc2c1,75.0
S=C1NC(C)=C(C(=O)OC(C)C)C(N1)c1ccc([N+](=O)[O-])cc1,75.0
S1C(=N)N(N=C1C(=O)c1cccc2ccccc21)c1ccc(OC)cc1,75.0
O=C(O)C(=CN(O)c1ccccc1)c1ccccc1,75.0
O=C(OCC)C(=CN(O)c1ccccc1)c1ccccc1,75.0
O=C(OC1CC(C)CCC1C(C)C)c1ccc(cc1)C(=O)OC1CC(C)CCC1C(C)C,75.0
O1N=C(CC1c1ccccc1)c1ccccc1,75.0
O=C1C(=Cc2ccccc2)CCc2cc(OC)ccc21,75.199997
FC(F)(F)Cc1cc2ccccc2cc1C,75.199997
O=C(OC1(Cc2ccccc21)c1ccccc1)C,75.5
O=C(OCC)NC1C(O)C2(C)CCC1C2(C)C,75.5
O=C(C)CCc1oc2ccc(C)cc2c1c1oc(C)cc1,75.5
O=C1C(=CN(OC)c2ccccc2)C2CCC1(C)C2(C)C,75.5
OC1(C=C(C)c2ccccc21)c1ccccc1,75.5
Sc1cc(c(O)c(c1)C(C)(C)C)C(C)(C)C,75.5
O=C1OC(=CC1=Cc1oc(cc1)c1ccccc1)CC(C)C,75.5
Clc1ccc(NN=C(C(=O)OCC)C(=O)C(F)(F)F)cc1,75.5
O=C(OC1CC(C)CCC1C(C)C)c1ccc2ccccc2c1,75.5
O=C1N(C=NC2=C1N=CC2C1(OC(=O)C)COC(COC(=O)C)C1OC(=O)C)C1(OC(=O)C)COC(COC(=O)C)C1OC(=O)C,75.5
O=C(O)CCCCC(=O)c1cc(OC)ccc1OC,76.0
FC(F)(F)C(C(=O)N(Cc1ccccc1)Cc1ccccc1)C(F)(F)F,76.0
O=C(C=Cc1ccc(OC)cc1)c1ccccc1,76.0
O=[N+]([O-])c1ccc2c(c1)CC2=O,76.0
O=C1CC(c2ccccc21)c1ccccc1,76.5
O=C(OCC)C=Cc1ccccc1N,76.5
N#CC1(C=Cc2ccccc21)c1ccccc1,76.599998
ClC(=Cc1ccccc1)c1ccc2CCc3cccc1c32,77.0
S=C(N1CCCCC1)c1ccc(F)cc1,77.0
Brc1oc(cc1)C=CC(=O)c1occc1,77.0
O=C1CCC2(C)C=3CCC4(C)CCCC4C=3CCC2C1,77.5
[S+2]([O-])([O-])(c1cccc([N+](=O)[O-])c1)c1ccc2ccccc2c1,77.5
O=C(OC)CCc1ccc(OC)c(O)c1,77.5
ClCc1cc(CCl)c(C)cc1OC,77.5
OC(CCC)C(O)(CC)C1CCCCC1,77.5
O=C1OC(=CC1=Cc1oc(cc1)c1ccc(C)cc1)CC(C)C,77.5
O=C1OC(C)(C)C2(OC(C)(C)C1CC2)C,77.5
O=C(Nc1ccccc1OC)c1[nH0]cc([nH0]c1)C(C)(C)C,77.5
O=C(C)CC(=O)c1ccc2ccccc2c1,77.5
O=C(O)C(C)(C)CCc1cc(C)ccc1C,77.5
O=C(O)C(CCCc1ccccc1)c1ccccc1,77.5
O=C(O)CC1CCC(OC)CC1,77.5
N#Cc1c(N)[nH0]([nH0]c1C)Cc1ccccc1,77.5
OC1(C)Cc2ccccc21,78.0
Brc1cccc2cc(ccc12)C=O,78.0
Cc1ccc(cc1)CCc1ccc(C)cc1,78.0
[S+2]([O-])([O-])(OCC(O[S+2]([O-])([O-])C)C1OC(=O)C(OC)=C1OC)C,78.0
ON=C(c1ccccc1)c1ccc(O)cc1,78.0
O=C1N2C(C)=CC=CC2=Cc2ccccc12,78.0
O=C1c2ccccc2CC2CCCC(O)=C12,78.5
Brc1ccc2oc(CCC(=O)C)c(c2c1)c1oc(C)cc1,78.5
o1c(C)ccc1C(c1cc(OC)c(OC)cc1N)c1oc(C)cc1,78.5
O=C(c1ccc(OC)cc1)c1ccc(OC)c(OC)c1,78.5
O=C1CCCC2Cc3ccccc3C(=O)C12,78.5
Cl.N(CCC(C)CCCC(=C)C)c1ccccc1,78.5
OC(C)CCc1ccc2CCC(Nc2c1)C,78.5
O=[N+]([O-])c1ccccc1c1oc(cc1)C(=O)C,78.5
O=C(O)C1(CCCCC1)C1=CCCCC1,78.800003
O=C(O)C(C)(C)c1ccccc1,79.0
O=C(OCC)C(Nc1cccc(NC(C(=O)OCC)C(=O)OCC)c1)C(=O)OCC,79.0
s1cc([nH0]c1C(C#N)=Cc1ccc(C)cc1)c1ccccc1,79.0
OCC=1N=NC(C)C=1,79.0
O=C(C)C=C1Cc2ccccc21,79.300003
O=[N+]([O-])c1ccccc1C(c1oc(C)cc1)c1oc(C)cc1,79.5
CC(C)CCCC(C)C1CCC2C3CCC4CCCCC4(C)C3CCC21C,79.5
O=C(C=Cc1oc(cc1)c1ccccc1)c1ccccc1,79.5
O=C(OCC1(C)CCC(C)C1(C)C)c1ccccc1C(=O)OCC1(C)CCC(C)C1(C)C,79.5
O=C1N2CCCCC2=Cc2cc(OC)ccc12,79.5
O=C1OC(C)(C)C2CCCCC12,79.5
O=C(NN)c1occc1,79.5
O(C)c1ccc2c(CC2C#N)c1C,80.0
OC(C#N)c1cc(OC)c(OC)cc1C,80.0
O(C)C1(OC)CCC2(C)C(CCC3C4CCCC4(C)CCC32)C1,80.0
O=[N+]([O-])c1cc(cc(c1)C=C(C(=O)OCC)C(=O)OCC)C=C(C(=O)OCC)C(=O)OCC,80.0
S(C)C(Nc1ccccc1)=C(C#N)C#N,80.0
ON=C(C)c1ccc(OC)cc1,80.0
S1c2[nH0][nH0]c([nH0]2N=C1C=Cc1ccccc1)c1ccc(OCCCC)cc1,80.0
Clc1ccc([nH0]2[nH0]cc(C=O)c2N)cc1,80.0
s1cccc1C(=O)C1=NOC2C(=O)N(C(=O)C12)c1cccc2ccccc12,80.0
Fc1ccc(N=Nc2ccccc2)cc1,80.0
[P+]([O-])(OC)(NC(CCC(=O)OCC)C(=O)OCC)C(NC(=O)CCCCN1C(=O)c2ccccc2C1=O)C,80.5
Brc1ccccc1c1ccccc1Br,80.5
o1c(ccc1C(c1ccc(cc1)C(c1oc(cc1)CC)c1oc(cc1)CC)c1oc(cc1)CC)CC,80.5
O=C(Nc1ccccc1C)c1[nH0]cc([nH0]c1)C(C)(C)C,80.5
O=C(OC)C1(C)c2ccccc2N=C1C,80.5
O=C(OCC)[nH0]1[nH0]c(C)cc1C(=O)OCC,80.5
O=C(OCC)[N+]1=NC(=CC1C)C(=O)OCC,80.5
ClC1=CC(c2ccccc21)c1ccccc1,80.699997
S(C)C(SC)=C(C#N)C(=O)NCc1ccccc1,81.0
FC(F)(F)C(=O)C(=NNc1ccccc1)C(=O)OCC,81.0
S1c2[nH0][nH0]c([nH0]2NC1C=CC)c1ccc(OC)cc1,81.0
O=[N+]([O-])c1ccc2OC3(N(CCCCCCCCCCCCCCCCCC)c4ccccc4C3(C)C)C=Cc2c1,81.0
O(C)c1cc2CCN(C)C(C)c2cc1OCc1ccccc1,81.5
O(C)c1cc2CC(C#N)c2cc1OC,81.5
ClC(=O)C1CC(OC)C(OC)C(OC)C1,81.5
O=C1OC(O)C(C)=C1C,81.5
S(Cc1ccccc1)C(SCc1ccccc1)=C(C#N)C#N,81.5
ClCc1c(C)c(C)c(C)c(C)c1C,81.800003
O=[N+]([O-])c1ccc(cc1)CC(C#N)(c1ccccc1)C(=O)C,81.800003
O=C(OCC)C=1N=NC(C)C=1,81.800003
O=[N+]([O-])c1ccccc1CC#N,82.0
O=C(OCC(=O)C1(C)CCC(C)C1(C)C)c1ccccc1,82.0
O=[N+]([O-])c1ccccc1C=C1c2ccccc2NC1=O,82.0
O=C(OC)C1=NNC(C)=C1,82.0
c1ccc(cc1)C=CCCC=Cc1ccccc1,82.0
S(Cc1ccccc1)C(SCc1ccccc1)=C(C#N)C(=O)OCC,82.0
O=COC1OC(=O)c2ccccc21,82.0
Brc1cccc2CC(=O)c21,82.199997
