SMILES,MTP
O=C1N(N=C(c2ccccc2)c2ccccc12)CC(=O)OCC,224.000000
Clc1ccc(cc1)CNC1=CC(=O)c2ccccc2C1=O,230.000000
O=C(OC)C1Cc2c(CC1C(=O)OC)c1CC(C(=O)OC)C(Cc1c1CC(C(=O)OC)C(Cc21)C(=O)OC)C(=O)OC,262.000000
O=C1C(=CNc2ccccc2C(=O)O)C2CCC1(C)C2(C)C,112.000000
O=[N+]([O-])c1ccc(cc1C=CC(=O)OC)C=CC(=O)OC,200.000000
O=C(Nc1cccc2ccccc12)C(CC)C1CCC(OC)CC1,163.000000
O=C(CC#N)c1ccccc1,82.500000
[nH0]1c(ccc2cc3ccc([nH0]c3cc12)c1ccccc1)c1ccccc1,279.000000
ICCc1ccc(cc1)CCI,110.500000
Clc1ccc2OC=C(C=C3SC(=S)N(CC)C3=O)C(=O)c2c1,232.000000
O=C1Cc2cc3OCOc3cc21,125.600000
S=C(N)C(C#N)=Cc1ccc(N(C)C)cc1,188.500000
O=C1N(N=C(C(=O)OCC)C1CC1C(=O)N(N=C1C(=O)OCC)c1ccccc1)c1ccccc1,178.500000
BrC(c1ccccc1)C(Br)C1CCC(C)(C(=O)O)C1(C)C,161.000000
O=C(Nc1ccccc1C#Cc1ccccc1)C,118.500000
Brc1cccc2cc(ccc12)C=NO,178.000000
BrC(CCC(Br)C(Br)c1ccccc1)C(Br)c1ccccc1,194.000000
O=C1Oc2ccccc2C=C1C#N,177.000000
O=C(OCC)NNC(=O)NC1CCCCC1,144.500000
O=C1C=C2C(OC(=O)C)CC3C4CCC(C(C)CCCC(C)C)C4(C)CCC3C2(C)CC1,101.500000
O=C(N)NN=C1C=C(C)CCC1C(C)C,219.500000
O=C1OOC(=O)C1(C)C,44.500000
O=C1C(C)C2CC3OCC45CCCC(C)(COC(=O)C)C5CC5OC(OC2C15C34)(C)C,155.700000
S1CCCSC1=C(C(=O)C)C(=O)C,91.000000
o1[nH0]c2c(c([nH0][nH0]c2c2ccc(C)cc2)c2ccccc2)c1C,206.000000
O=C1N(c2ccccc2)c2ccccc2C(O)=C1C(=NCc1c[nH0]ccc1)C,221.500000
Clc1cc(c(OC)cc1N)C(=O)NCCN(CC)CC,146.500000
N=1NC(C)=C(C)C=1c1ccccc1,103.500000
O=C1N2c3ccccc3C=CC2Cc2ccccc12,90.500000
FC(F)(F)c1[nH0][nH]c2OC(N)=C(C#N)C(c21)c1ccc(C)cc1,185.000000
O=[N+]([O-])c1cccc(c1)C=C1C(=O)NN=C1C=1C(=O)N(C)c2ccccc2C=1O,261.000000
O=[N+]([O-])c1cc(cc(c1)C=C(C(=O)OCC)C(=O)OCC)C=C(C(=O)OCC)C(=O)OCC,80.000000
O=C(NCCC=1N=CNC=1)C1=NC=NC1,176.000000
BrC(N(O)c1ccccc1)C1C(=O)C2(C)CCC1C2(C)C,121.000000
S1CN(C[nH0]2c1[nH0][nH0]c2c1cccc([N+](=O)[O-])c1)c1cccc([N+](=O)[O-])c1,239.500000
FC(F)(F)C(C(=O)Nc1ccccc1OC)C(F)(F)F,163.000000
S1C(=NC(=O)c2ccccc2)N(N=C1C(=O)C)c1cccc([N+](=O)[O-])c1,195.500000
O=C1OC(OC(=O)C1=NNc1ccc(OC)cc1)(C)C,127.500000
Brc1ccc(cc1)C(=O)c1[nH0]oc(c2ccc(Cl)cc2)c1[S+2]([O-])([O-])c1ccccc1,145.500000
Brc1ccc(NN=C2C(=O)N(C)C(=O)N(C)C2=O)cc1,219.000000
s1c(SCC(=O)OCC)c(C#N)c(N)c1C(=O)OCC,141.000000
Clc1[nH0]c(c[nH0]c1)C(=O)Nc1cccc(C)c1,83.500000
ClN(C=C1C(=O)C2(C)CCC1C2(C)C)c1ccccc1,102.500000
OC1CCC2(C)C3CCC4(C)C(CCC4(O)C(O)C)C3CCC2(C)C1,219.000000
S(C)c1[nH0][nH0]([S+2]([O-])([O-])c2ccc(C)cc2)c(N)c1C(=O)OCC,152.000000
Clc1ccc(cc1)c1o[nH0]c(c1[S+2]([O-])([O-])c1ccccc1)C(=O)c1cccc2ccccc21,169.500000
O=[N+]([O-])c1ccccc1C=Cc1[nH0]c2ccccc2cc1,102.000000
OC1OC2(CCCCC2)Cc2ccccc21,88.599998
O=C1c2cc(OC)cc(OC)c2C1=O,149.000000
O=CNc1ccc(cc1C)c1ccc(NC=O)c(C)c1,267.500000
Sc1[nH0][nH0]c([nH0]1N=Cc1ccc([N+](=O)[O-])cc1)C(F)(F)F,193.000000
Clc1ccc(cc1)C=NC1Nc2ccccc2N1,155.000000
Clc1[nH0]c(c[nH0]c1)C(=O)Nc1ccccc1OC,71.500000
[S+2]([O-])([O-])(c1ccccc1)c1c(occ1C(=O)c1ccccc1)c1ccc(OC)cc1,111.000000
O=C1c2ccc(C#N)cc2[N+]([O-])=C1c1ccc(cc1)C1=[N+]([O-])c2cc(C#N)ccc2C1=O,360.000000
O=C(OCCCC)c1ccc(O)cc1,71.500000
O=C1CCC2C3CCC4CC(OCc5ccccc5)CCC4(C)C3CCC12C,220.000000
O=C(CC(C)(C)C(=O)O)c1cc(C)ccc1C,118.200000
O=C1NN(c2ccccc2)C(=O)C1=C(C)C,166.000000
O=C1CCc2c1c(C)c(C)c(C)c2C,154.200000
OC1(CCC2(C)C(CCC3C4CCC5(OCCO5)C4(C)CCC32)C1)CC,127.000000
S1C(=CC(=CC1[P+]([O-])(c1ccccc1)c1ccccc1)c1ccccc1)c1ccccc1,173.500000
S1c2[nH0][nH0]c([nH0]2NC1c1ccccc1O)c1ccccc1OC,204.500000
O=C1OC(OC(=O)C21Cc1ccccc1C2)(C)C,158.200000
P(CCCCCCP(c1ccccc1)c1ccccc1)(c1ccccc1)c1ccccc1,127.000000
O=C1OC(=O)c2c1cccc2C,115.800000
S=C1NC(C)=C(C(=O)OCCC)C(N1)c1ccccc1,168.500000
s1c2ccccc2[nH0]c1C(=NNc1cccc(F)c1)C#N,196.000000
BrCCCOc1ccc2cc3ccc(OCCCBr)cc3[nH0]c2c1,142.000000
O=[N+]([O-])c1cccc(NN=C2C(=O)OC(OC2=O)(C)C)c1,191.500000
O=C(OC)C1CC(c2ccccc21)c1ccccc1,90.500000
O=C(O)CCC(C)C1CCC2C(C(=O)O)C(CCC21C)C1(C)CCCCC1C(=O)O,266.000000
O=[N+]([O-])c1cc(OC)c(OC)cc1C(=O)Cc1ccccc1,151.500000
Clc1cccc(NC(=O)C(C(F)(F)F)C(F)(F)F)c1,154.000000
S1c2[nH0][nH0]c([nH0]2NC1c1ccccc1OC)c1ccc(OC)cc1,166.000000
O=C1C=C2CCC3C(CCC4(C)CCCC34O)C2(C)CC1,179.500000
Brc1ccc(N2C(=O)C3ON=C(C(=O)c4c([nH0]([nH0]c4C(=O)OCC)c4ccc(C)cc4)C)C3C2=O)cc1,239.000000
[Si](C)(C)(C)C1=CC2(CCCCC2)CC1=O,56.000000
O=C(OC1C(OC(C)C(OC(=O)C)C1OC(=O)C)OCc1ccccc1)C,111.500000
O=C1OC=2c3ccc(OC)cc3CCC=2C(CC)C1(C)C,142.500000
O=C(Oc1ccc(cc1)c1ccc(OC(=O)C)cc1)C,160.500000
O=C1N(OC(=O)CCCNC(=O)CCCCC(=O)NCCCC(=O)ON2C(=O)CCC2=O)C(=O)CC1,144.500000
OC(COc1cccc(C)c1C)CNC(C)(C)C,57.000000
O=C1N(C)c2ccccc2C(O)=C1C1=NNC(=O)C1=Cc1cc(OC)c(OC)c(OC)c1,196.000000
S(Cc1ccccc1)c1[nH0][nH0]c([nH0]1c1ccccc1)CC[nH0]1c2ccccc2[nH0]c1C,130.000000
BrC(=NNc1ccccc1)c1ccccc1,190.000000
O=C(O)C(C)=C(C)c1cccc(C)c1,163.000000
ON=C(Cc1ccccc1)c1ccc2CCc3cccc1c32,138.000000
O=C(Nc1ccc(C)cc1)C(CC)c1ccc(C)cc1,118.000000
O=C1N(C)c2ccccc2C(O)=C1C1=NNC(=O)C1,287.000000
O=C1C(C)C2CC(O)C3C11C2OC(OC1CC1C(C)(C)CCC(O)C31C)(C)C,216.700000
OC1CCC2C3CCC4CC(O)(C#C)CCC4(C)C3CCC21C,186.000000
Brc1ccc([N+](=O)[O-])c2c(cccc12)C=NNc1ccc([N+](=O)[O-])cc1[N+](=O)[O-],243.500000
Oc1ccc2CC3N(CCC45c2c1OC4C1(OC)CCC35CC1C(O)(C)C(C)(C)C)CC1CC1,209.000000
O=C(O)C(C)CCC(C(=O)O)C(C)C,104.000000
N(C)(C)C(c1ccccc1)c1ccccc1,69.000000
Fc1cc2C(=O)C(=CN3c2c(CCC3C)c1C)C(=O)O,194.000000
OC(C#N)c1cc(OC)c(OC)cc1C,80.000000
Clc1cc(Cl)c(NN=C(c2sc3ccccc3[nH0]2)C(=O)N)cc1Cl,237.000000
S(C)C1N=NC(N)=C1C#N,190.000000
O=C1CCC2C3CCC4CCCCC4(C)C3CCC12C,120.500000
O=C1N(c2ccccc2)c2ccccc2C(O)=C1C(=Nc1ccc(N=Nc2ccccc2)cc1)C,190.500000
Sc1[nH0][nH0]c([nH0]1C)c1ccccc1,188.000000
Clc1ccc(cc1)C=C(C#N)C(=O)OCC,137.500000
Brc1ccccc1NC(=O)C(C(F)(F)F)C(F)(F)F,184.000000
S(CCN(CC)CC)C(=O)N(c1ccccc1)c1ccccc1,48.000000
S1c2[nH0][nH0]c([nH0]2NC1C=CC)c1ccc(OC)cc1,81.000000
O=C1CCC2(C)C3CCC4(C)C(CCC4C(C)CCCC(C)C)C3CC(OC(=O)C)C2(O)C1,160.500000
O=C1CCCc2[nH0](C)ccc21,85.000000
ClC(=O)c1cc(c([N+](=O)[O-])cc1[N+](=O)[O-])C(Cl)=O,107.000000
O=C(C=Cc1oc(cc1)c1ccc(C)cc1)c1occc1,110.500000
O=C1OC(C)(C)C(C1)C(=O)O,176.000000
S1c2[nH0][nH0]c([nH0]2NC1c1ccccc1O)COc1ccccc1,217.000000
O=CC(C)(C)C(c1ccccc1)C(C(=O)O)C(=O)O,153.000000
O=C(OCC)C(C)(C)C1(O)CCC2(C)C(CCC3C4CCC(OCc5ccccc5)C4(C)CCC32)C1,147.000000
O=[N+]([O-])c1cc(OC)c(OC)cc1C(=O)c1ccc(cc1)c1ccccc1,144.500000
O=C(Nc1ccccc1)C1CCCCC1=CCc1ccccc1,74.800003
O=C(Nc1ccc(OCC(O)CNC(C)C)c(c1)C(=O)C)CCC,119.000000
Brc1ccc(NC(=O)C(C(F)(F)F)(C(F)(F)F)C(F)(F)F)c(Br)c1,229.000000
O=C1N(C)c2ccccc2C(O)=C1C1=NNC(=O)C1=CNc1ccc(OC)cc1,281.000000
Brc1ccc(NN=C([S+2]([O-])([O-])c2ccccc2)C(=O)c2sccc2)cc1,159.000000
O=C1Nc2c(C)cccc2C(O)=C1C=C1C(=O)NN=C1C,242.000000
s1cc([nH0]c1C(=NNc1cc[nH0]cc1)C#N)c1ccc(OC)cc1,255.500000
Clc1c(Cl)c(C)c(Cl)c(Cl)c1C,216.000000
O=C1N(N=C(c2ccc(NC(=O)C)cc2)C1=CC1C(=O)N(N=C1c1ccc(NC(=O)C)cc1)c1ccccc1)c1ccccc1,317.000000
O=C1Cc2c1c(C)c(C)cc2C,73.000000
Clc1ccc(cc1)c1oc(cc1)C=C1C(=O)NC(=S)NC1=O,280.000000
O=Nc1ccc2c(O)ccc(N=O)c2c1O,250.000000
O=C1N(c2ccccc2)c2ccccc2C(O)=C1C(=NCC(O)CO)C,217.500000
O=C1NC(=O)C(C)=CN1C1OC(CO)C(N=[N+]=[N-])C1,106.000000
Brc1cc2c3c(oc2c(Br)c1)CCC(C)c1cc(oc31)C,120.500000
Clc1ccccc1C1N(N=C(C1)c1ccc2ccccc2c1)C(=O)C,172.500000
O=C1N(N=C(C)C1=CC1C(=O)N(N=C1C)c1ccccc1)c1ccccc1,180.500000
s1cccc1C(=O)C(=NNc1ccc(cc1)C(=O)O)C(=O)C(F)(F)F,220.000000
s1cccc1[S+2]([O-])([O-])NC(=O)Nc1[nH0]c(O)c(CC)c([nH0]1)C,179.500000
S1c2[nH0][nH0]c([nH0]2N=C1c1ccc(OC)c(OC)c1)COc1ccccc1,106.000000
FC(F)(F)C(=O)C(=NNc1ccc([N+](=O)[O-])cc1)C(=O)C,140.000000
O=C1N2C(C)=CC=CC2=Cc2ccccc12,78.000000
O=C1OC(C)(C)C2CCCCC12,79.500000
Clc1ccccc1NN=C(C#N)c1scc([nH0]1)c1ccccc1,159.500000
O=[N+]([O-])c1cccc(NC(=O)OCC)c1[N+](=O)[O-],102.500000
O=[N+]([O-])c1ccccc1C(O)C(=O)OC,61.500000
Clc1cc(NC(=O)C(C)(C(F)(F)F)C(F)(F)F)ccc1F,72.000000
OC1CCC2C3CCC4CC5(OCCO5)CCC4(C)C3CCC21C,212.000000
O=C1CCC2C3CCC(=O)C3C12,67.000000
O=C1N(c2ccccc2)c2ccccc2C(O)=C1C(=NNC(=O)c1ccc(OC)cc1)C,217.500000
O=C1Oc2ccccc2c2[nH0]c(NC)c(cc12)C(=O)OCC,232.500000
O=C(OC)CCc1cccc(c1)CCC(=O)OC,51.000000
S=C(Nc1ccc(OC)cc1)c1ccccc1,132.500000
FC(F)(F)C1=NNC(=O)C1=NNc1ccccc1,185.500000
O=C1OC(=O)C2C1C1C=CC2(CC1)C(=O)OC,117.000000
s1c2sc(c(N=C3SCCS3)c2c(N=C2SCCS2)c1C(=O)OCC)C(=O)OCC,198.000000
O=C1Oc2ccccc2c2[nH0]c(C)c(cc12)C(=O)OC,215.000000
O=C(O)CC(C)CCC(=NO)C(C)C,186.500000
O=C(NN=C(C)c1occc1)c1cc[nH0]cc1,199.000000
FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(=O)Nc1c(C)cc(C)cc1C,63.000000
O=[N+]([O-])C1C(OC(O)(C)CC1c1ccccc1)c1ccccc1N,147.500000
N#CC(=NNc1cc(C)ccc1C)c1[nH0]c2ccccc2[nH0]1C,260.000000
S=C1SC(=Cc2ccc([N+](=O)[O-])cc2)C(=O)N1CNc1ccc([N+](=O)[O-])cc1,188.500000
N#CC(=CNNc1ccccc1)c1ccccc1,155.500000
ON=C(CC(NO)c1ccc(N)cc1)c1ccccc1,178.500000
O=[N+]([O-])c1cc2CCC(Nc2cc1CCC(=O)C)C,95.000000
O=C(C)c1c([nH0]c2cc3[nH0]c(C)c(c(C)c3cc2c1C)C(=O)C)C,247.000000
O=C1N2c3ccccc3N(C)C2=C(C#N)c2[nH0]cccc12,292.500000
O=[N+]([O-])c1ccc(NN=C(C)C=C(C)c2ccc(C)cc2)c([N+](=O)[O-])c1,182.800000
CN(C)CCN2C(=O)c1ccccc1N(C)c3ccccc23,116.000000
O=[N+]([O-])C=1C=CC=2C(=NC(=C3C=CC(C=C3)=C3N=C4C=C([N+](=O)[O-])C=CC4=C3OC(=O)C)C=2OC(=O)C)C=1,280.000000
O=[N+]([O-])c1ccc(c(c1)C(=O)O)C(=O)O,161.500000
O=C(OCC)c1[nH0][nH0](C)c(C)c1,87.000000
BrC(CC)(CC)C(=O)NC(=O)NC(=O)C,109.000000
ClC#CC1(O)CCC2C3CCC4CCCCC4(C)C3CCC21C,163.000000
Clc1cccc(Cl)c1NN=C(c1sc2ccccc2[nH0]1)C(=O)N,176.000000
O=C1NC(=O)C(CC)(C(=O)N1)C1CCC(OC)CC1,239.500000
O=C1CC2(C)C(=CC=C3C(O)=C(CC(O)C)C(=O)C(O)=C32)C(C)=C1C,186.500000
[S+2]([O-])([O-])(Nc1ccccc1)c1cccc(c1)C(=O)O,236.000000
O=C1OC2=C(C=C1C(=O)OCC)CCc1cc(OC)ccc12,141.500000
Clc1cccc(Cl)c1Nc1ccccc1CC(=O)OCC(=O)O,149.000000
FC(F)(F)C1=NN(c2ccccc2)C(=O)C1C(O)c1ccc(O)cc1,211.000000
Oc1ccc2ccccc2c1c1c(O)ccc2ccccc21,216.000000
O=C(N)NN=C1c2ccccc2C(c2ccccc2)=C1C,200.500000
S=C(N1CCOCC1)c1ccc2OCOc2c1,154.000000
S=C(N1CCOCC1)c1ccc(OCC)c(OC)c1,119.000000
Clc1ccc(cc1)C=NNc1ccccc1,311.000000
O=C(Oc1cccc(N=[N+]([O-])c2cccc(OC(=O)C)c2)c1)C,102.000000
Clc1ccc(Cl)c(NN=C(C#N)c2scc([nH0]2)c2ccc(C)cc2)c1,187.500000
O=[N+]([O-])c1ccc(NN=C2CCC=C2CC)c([N+](=O)[O-])c1,220.200000
O=C(Oc1ccccc1)C1=CC2(C)CCC1C2(C)C,63.500000
O=C(Nc1c(C)cccc1C)c1[nH0]cc([nH0]c1)C(C)(C)C,84.500000
Clc1ccc(c(Cl)c1)C1Nc2[nH0]c([nH0][nH0]2C(N)=C1C#N)C(F)(F)F,306.000000
O=[N+]([O-])c1ccc(NN=C(Cc2ccccc2)C(O)Cc2ccccc2)cc1,122.000000
O=[N+]([O-])c1cc([N+](=O)[O-])cc(c1)C(=O)Nc1[nH0]cccc1,201.000000
O=C(Nc1cccc(c1)C=CC(=O)c1ccccc1)C,104.000000
O=C1N(N=C(C1)c1ccc(NC(=O)C)cc1)c1ccccc1,210.000000
O=[N+]([O-])c1ccc(NN=C2C(=O)NN=C2C=2C(=O)N(C)c3ccccc3C=2O)cc1,300.000000
Nc1cccc2c(N)cccc12,158.000000
O=C1N(C)C(=O)C=C(NCCCN2CCN(CC2)c2ccccc2OC)N1C,156.000000
O=[N+]([O-])c1ccc2c(N=C(c3ccccc3)C2=O)c1,185.000000
O=C1CCC2C3CCC4(C)CC5(OCCO5)CCC4(C)C3CCC12C,157.500000
O=C(O)c1[nH0][nH0](c2ccccc2)c(O)[nH0]1,180.000000
OC1(C#C)CCC2C3CCC4CCCCC4(C)C3CCC21C,155.000000
s1c(N=Nc2ccccc2)c([nH0]c1C(=NNc1cccc(C)c1)C#N)C,211.500000
Clc1ccc(OC(C)C(=O)Nc2ccc3[nH0]c(sc3c2)SCc2ccccc2)c(Cl)c1,168.500000
Clc1ccc(cc1)C=1OC(=O)C(N=1)=Cc1ccccc1,181.500000
O=[N+]([O-])C=Cc1ccc(N(C)C)cc1,188.000000
O=[N+]([O-])c1cc(ccc1C=CC(=O)OCCC(C)C)C=CC(=O)OCCC(C)C,93.500000
O=C1OC(O)C(C)=C1C,81.500000
[S+2]([O-])([O-])(Cc1c(C)cc(C)cc1C)Cc1c(C)cc(C)cc1C,298.500000
O=C(NCC1N(CCC1)CC=C)c1cc2[nH0][nH0][nH]c2cc1OC,139.000000
Clc1ccc(NN=C2C(=O)NC(=O)NC2=O)cc1,353.000000
O=C1C=C(OC)C2CCC1(C)C2(C)C,55.000000
O=C(CC(C(=O)c1ccccc1)C(CC(=O)c1ccccc1)C(=O)c1ccccc1)c1ccccc1,168.800000
O=C1OC(Cc2c(C)c(C)c(C)c(C)c12)(C(=O)OC)C(=O)OC,166.100010
FC(F)(F)c1[nH0][nH0](c2OC(N)=C(C#N)C(c21)c1ccccc1)c1ccccc1,191.000000
O=C(Nc1ccccc1CCN(CCc1ccccc1NC(=O)C)C(=O)C)C,189.000000
O=C1NCCC(=O)C1(CC)CC,102.000000
O=C(O)C1(CCCCC1)C1=CCCCC1,78.800003
s1c2ccccc2[nH0]c1C(=NNc1cccc(c1)C(F)(F)F)C(=O)N,191.000000
O=C(OCc1ccccc1)NC(CO)C(=O)O,110.500000
O=C(Nc1ccc(OC)cc1)CNc1ccc(OC)cc1,132.000000
Clc1cc(Cl)c(NC(=O)C(C(F)(F)F)C(F)(F)F)c(Cl)c1,219.000000
O=C1NC(CC)(c2ccccc2)C(=O)N1C,136.000000
[P+]([O-])(c1ccccc1)(c1ccccc1)C1C=2CCc3ccccc3C=2OC=2c3ccccc3CCC=21,214.500000
O=C(Nc1ccccc1C=Cc1ccccc1)c1ccccc1,98.000000
O=C1OC(C)(C)C2(OC(C)(C)C1CC2)C,77.500000
O=C1N(N=C(C1=CC1C(=O)N(N=C1C(=O)O)c1ccccc1)C(=O)O)c1ccccc1,258.500000
O=C(OC1CCC2(C)C(CCC3C4CCC(O)(C#Cc5ccccc5)C4(C)CCC32)C1)C,165.500000
O=C1OC(OC(=O)C1=Cc1ccccc1C)(C)C,141.500000
Brc1cccc2c(cccc12)C=O,104.500000
O=[N+]([O-])c1ccc(NN=C2C=C(c3ccccc32)c2ccccc2)cc1,265.500000
O(CC)c1ccc(N=C(Nc2ccc(OCC)cc2)CNc2ccc(OCC)cc2)cc1,112.500000
O=C1NC(=O)C(N1)=Cc1ccccc1,222.000000
S1c2[nH0][nH0]c([nH0]2NC1c1ccccc1)c1ccc([N+](=O)[O-])cc1,219.500000
O=[N+]([O-])c1cc(C#N)ccc1C=Cc1cccc(c1)C=Cc1ccc(C#N)cc1[N+](=O)[O-],298.000000
OC(c1ccccc1)(c1ccccc1)c1ccccc1N,122.000000
O=C1N=NC(=O)c2cc3CCCc3cc12,310.000000
Brc1c(Br)c(C)c(Br)c(OC)c1OC,89.500000
[S+2]([O-])([O-])(Nc1ccc2[nH]c(cc2c1)C(=O)N1CCN(CC1)c1[nH0]cccc1NC(C)C)C,226.000000
Nc1ccccc1CCc1ccccc1N,33.000000
S(N)CC1=Cc2ccccc2OC1=O,256.000000
S=C1NC(C)=C(C(=O)OC)C(N1)c1cccc([N+](=O)[O-])c1,247.000000
O=C(O)C(O)(c1ccccc1)c1ccccc1,230.000000
O=[N+]([O-])c1cc([N+](=O)[O-])c(cc1C=Cc1ccccc1)C=Cc1ccccc1NC(=O)C,265.000000
Clc1ccc2Sc3ccccc3C=C(OCCN(C)C)c2c1,90.000000
Cc1c2cccc(c3ccccc3)c2cc2c(cccc12)c1ccccc1,176.500000
O=C(N)NN=C(C)C1=CCC2(C)C(CCC3C=4CCC(C)(C)C=4CCC32)C1,238.500000
OC1CCC2(C)C(CCC3C4CCC(O)(C#C)C4(C)CCC32)C1,257.000000
O=C1OC(Cc2ccccc12)C1CCCCC1,89.000000
Cc1ccc2c(CCC3C2CCC2CCCCC23C)c1C,156.000000
FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(=O)Nc1[nH0]cccc1C,161.000000
Clc1cc(Cl)c(NC(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)c(Cl)c1,115.000000
O=C(NCc1ccc(OC)c(OCc2ccccc2)c1)c1ccccc1,143.000000
S1CN(C[nH0]2c1[nH0][nH0]c2c1c[nH0]ccc1)c1[nH0]cccc1,279.000000
FC(F)(F)C1=NC2=NC(C)=CC(=O)N2N1,214.500000
s1cc([nH0]c1C(C#N)=Cc1ccc(N(C)C)cc1)c1cccc2ccccc21,129.000000
