smiles,solubility,logp
c1ccccc1Nc2ccccc2,-3.51,3.29
CC(C)C(C)(O)CC,-0.85,2.13
O=C(NCC(=O)O)c(cccc1)c1,-1.68,0.46
CCC(C)(C)C,-3.55,3.18
c1ccc2cc[nH]c2c1,-1.52,2.05
c1ccc(Cl)cc1Cl,-3.04,3.28
O=N(=O)c(ccc(Oc(c(cc(c1)Cl)Cl)c1)c2)c2,-5.46,4.32
CN(C)C(=O)Nc2ccc(Oc1ccc(Cl)cc1)cc2,-4.89,4.08
N#CCC=CC,-0.96,1.11
CC(O)(C)CCCCC,-1.72,2.69
O(C(C(O)C(O)C1O)CO)C1Oc(c(ccc2)CO)c2,-0.85,-1.41
CCCCCl,-2.03,2.56
c1ccc2Sc3ccc(C(#N))cc3N(CCCN4CCC(O)CC4)c2c1,-3.98,3.93
c1cc(C)ccc1C(=O)O,-2.6,2.42
N(N)c(cccc1)c1,0.07,0.79
CCCCCBr,-3.07,3.14
O=C(Nc(cccc1)c1)C,-1.33,1.1
O(c(c(O)ccc1)c1)C,-1.96,1.34
O=S(=O)(N)c(c(ccc1)C)c1,-2.02,0.92
OC(CCC(C1)C)C1,-0.88,2.05
c1ccccc1CN,-1.53,1.07
c1ccc4c(c1)ccc5c2cccc3cccc(c23)c45,-8,6.11
O=S(=O)(N)c(ccc(c1)C)c1,-1.74,0.92
CC1=C(CCCO1)C(=O)Nc2ccccc2,-2.56,2.08
O=P(Oc1ccc(O)cc1C)(Oc2cc(O)ccc2C)Oc3c(O)cccc3C,-6.7,4.9
c1ccccc1CO,-0.4,1.08
ClC4=C(Cl)C5(Cl)C3C1CC(C2OC12)C3C4(Cl)C5(Cl)Cl,-6.18,5.45
O=N(=O)c(ccc(N)c1)c1,-2.37,1.47
O=C(OC)c(ccc(O)c1)c1,-1.78,2
c1ccc2ccccc2c1Br,-4.35,4.06
OC1C(O)C(O)C(O)C(O)C1O,0.35,-2.08
CC1=C(SCCO1)C(=O)Nc2ccccc2,-3.14,1.49
N#CCCCl,-0.29,0.6
NC(=S)Nc(cccc1)c1,-1.77,0.95
Cc1occc1C(=O)Nc2ccccc2,-3.3,2.62
CCCCC(O)CC,-1.47,2.24
c1ccccc1C(CC)(C)C,-4.15,4.39
O=C(OCC(C)C)c(c(ccc1)C(=O)OCC(C)C)c1,-4.66,4.46
c1c(Cl)ccc(Cl)c1c2c(Cl)c(Cl)c(Cl)c(Cl)c2Cl,-8.94,8.27
NC(=O)OCCCCCCC,-2.62,2.44
c1ccccc1NCC,-1.7,2.11
c1ccc(N)cc1C(=O)C,-1.28,0.76
c1ccc(C)cc1C,-2.82,3.09
O=C(N)CCl,-0.02,-0.58
O=C(OCC)CCCC,-1.75,2.34
CC1CCC(C)CC1,-4.47,4.01
O=C(O)C(O)(c(cccc1)c1)c(cccc2)c2,-2.21,2.24
c1c(O)cc2CC=C3C4CCC(=O)C4(C)CCC3c2c1,-5.28,3.35
O=C1NCCN1c2ncc(s2)N(=O)=O,-3.22,1.17
O=C(OC(C)C)C,-0.55,1.28
OCCCCCCCC,-2.39,2.81
O=C(O)C(N)CC(N=CN1)=C1,-0.53,-3.22
OC(C(C)C)C,-0.2,1.19
OC(c(cccc1)c1)Cc(cccc2)c2,-2.52,3.2
c1ccc2c(c1)ccc3ncccc23,-3.36,3.32
C1CN(CCC2=CC=CS2)CCC1(COC)N(C(=O)CC)c3ccccc3,-3.71,3.62
O=C1N(c2ccccc2)N(C)C(C)=C1N,-0.62,-0.07
c1cc(OCCCC)ccc1C(=O)OCCN(CC)CC,-3.84,4.06
NC(=O)OCCCCC,-1.47,1.45
OC(=O)c1ccccc1Nc2cc(C(F)(F)F)ccc2,-4.36,5.15
O=C(O)c(c(c(N)cc1Cl)Cl)c1,-2.47,1.9
ClC(Cl)(Cl)C(Cl)(Cl)Cl,-3.67,4.03
c1ccc2c3cc4ccccc4cc3Cc2c1,-8.04,5.19
O=C(O)C=CC(N=CN1)=C1,-1.96,0.14
CC(=O)Oc1c(N(=O)(=O))c(C)c(N(=O)(=O))cc1C(C)(C)C,-4.47,3.68
O=C(O)COc(ccc(c1)Cl)c1,-2.29,1.97
CCC(N)C(=O)O,0.31,-2.5
CNC(=O)Oc1ccccc1C2OCCO2,-1.57,0.25
c1cc(N)ccc1S(=O)(=O)Nc2ncc(OC)cn2,-2.58,-0.26
O=P(OCC)(OCC)OCC,0.43,0.87
OCC1C(O)C(O)C(O)C(O)O1,0.74,-2.89
c1cccc(Cl)c1c2c(Cl)cccc2,-5.27,5.05
CCC1(CCC(=O)NC1=O)c2ccccc2,-2.34,1.74
o1c(N(=O)(=O))ccc1C=NO,-2.19,0.55
OC(C#C)(C(C(C(C(c(c(cc(O)c1)C2)c1)C3)C2)C4)(C3)C)C4,-4.3,4.12
c1cc(N)ccc1S(=O)(=O)NC(=N)N,-1.99,-1.07
CN(C)CCCN2c1ccccc1Sc3ccc(C(F)(F)F)cc23,-5.3,5.52
Nc(ccc(c1)Cc(ccc(N)c2)c2)c1,-2.3,2.18
COc2ccc(CC1NCC(O)C1OC(C)=O)cc2,-1.61,0.61
c1c(C(F)(F)F)cccc1N2C(=O)C(Cl)=C(NC)C=N2,-4.04,2.19
c1cc(Br)ccc1C,-3.19,3.43
O=C1NCCN1C(=O)NCC(C)C,-2.15,1.03
CC1(C)C(C=C(Cl)Cl)C1C(=O)OCc3cccc(Oc2ccccc2)c3,-6.29,7.43
O=C(O)C(N)CCSC,-0.42,-2.41
CCCCCCl,-2.73,3.05
c1ccc2c(C)c[nH]c2c1,-2.42,2.6
CCOP(=S)(OCC)SCSCC,-4.11,3.37
BrCC(Br)CCl,-2.38,2.68
O=C(Nc(c(ccc1)C)c1C)C(N(CCC2)C)C2,-1.55,1.96
c1cc(Cl)c(Cl)cc1c2c(Cl)cc(Cl)c(Cl)c2,-7.39,6.98
O(c(ccc(c1)C=CC)c1)C,-3.13,3.39
O=C(OCC(CCCC)CC)c(c(ccc1)C(=O)OCC(CCCC)CC)c1,-6.96,8.39
Oc(c(c(ccc1)cc2)c1)c2,-2.22,2.69
O=C(c(ccc(N)c1)c1)C,-1.61,0.74
O=CC=C,0.57,0.19
c1ccc2C(=O)N(C(CCl)SP(=S)(OCC)OCC)C(=O)c2c1,-6.34,4.14
O=COC,0.58,-0.17
O=C1C(C)CCC(C(C)=C)C1,-2.18,2.86
CCCCCCCCl,-3.99,4.03
c1cc(Br)ccc1Br,-4.07,3.77
O=Cc(c(O)ccc1)c1,-0.86,2.01
O=C(NC(C(O)c(ccc(N(=O)=O)c1)c1)CO)C(Cl)Cl,-2.11,0.92
O=C(OC)CCCCCCC,-3.39,3.32
c1c(S(=O)(=O)N)c(Cl)cc(O)c1C(=O)Nc2c(C)cccc2C,-3.79,2.29
CCCCCCC=C,-4.44,4.13
S(c(cccc1)c1)C,-2.39,2.59
C1CCN2CC(C3)C4CCCCN4CC3C2C1,-1.89,3.41
o(c(c(c1cccc2)ccc3)c3)c12,-4.6,3.71
c1ccc(C)c(C)n1,0.38,1.9
CCCCC=O,-0.85,1.31
O=C(O)c(cccc1Cl)c1,-2.59,2.52
O=C(O)C(C(C(C(=O)O)C1)(C)C)(C1)C,-1.42,1.78
O=C(O)CCCCCCC,-2.3,3.03
CCCOCCC,-1.62,2.03
Oc(cc(c(c1C)Cl)C)c1,-2.8,3.25
O=C(OC)c(ccc(N)c1)c1,-1.59,1.31
c1cnc2c(C)ncnc2n1,-0.12,-0.39
CCNc1nc(NC(C)C)nc(SC)n1,-3.04,3.32
Oc(c(ccc1)C)c1C,-1.31,2.61
c1ccc2C(O)N3CCC(O)C3=Nc2c1,-2.07,-0.49
O=C(OCC)c(cccc1)c1,-2.32,2.32
O=C(O)c(ccc(O)c1OC)c1,-2.05,1.22
NS(=O)(=O)c1c(Cl)cc2N=CNS(=O)(=O)c2c1,-3.05,-0.23
c1cc(Cl)cc(Cl)c1Cl,-3.59,3.93
c1ccccc1F,-1.8,2.19
O=C(NC(=O)C1=O)N1,-0.4,-0.54
CC1(C)CC(C)CC1,-4.48,3.97
C1=CC(=O)NC(=O)N1,-1.48,-0.87
O=C(CCC)CCC,-1.3,1.73
O=C(OCC)c(c(ccc1)C(=O)OCC)c1,-2.35,2.65
c1cc(N)ccc1S(=O)(=O)Nc2nc(C)nc(C)c2,-2.24,0.76
O=C(CC(C)C)C,-1.42,1.16
CN1C2CC(CC1C3OC23)OC(=O)C(CO)c4ccccc4,-0.48,0.39
CCC1NC(=O)NC1(=O),-0.06,-0.23
O=C(N(S(=O)(=O)Nc1cccc2)C(C)C)c12,-2.68,1.67
O=C(N(c(cccc1)c1)C)C,-0.95,0.93
O=C(OCC)C=Cc(cccc1)c1,-3,2.85
CC(C)=CC3C(C(=O)OCc2cccc(Oc1ccccc1)c2)C3(C)C,-5.24,7.54
CC2Nc1cc(Cl)c(cc1C(=O)N2c3ccccc3C)S(N)(=O)=O,-3.78,1.84
C1(C)=CSC=C1,-2.39,2.36
O=C(N(CCCC1)C1)C=CC=Cc(ccc(OCO2)c23)c3,-3.46,3.69
C1CCCCN1c2nc(N)n(=O)c(N)c2,-1.98,1.35
s1c(N)ncc1,-0.36,0.83
NC(Cc2cc(I)c(Oc1ccc(O)c(I)c1)c(I)c2)C(O)=O,-5.22,2.96
ClC=CCl,-1.3,1.98
O=C(OC)CCCC,-1.36,1.85
CCCCC(O)(C)C,-1.08,2.17
c1cc(C)ccc1C,-2.77,3.09
CCCCCCCC,-5.24,4.27
COP(=S)(OC)Oc1nc(Cl)c(Cl)cc1Cl,-4.82,3.68
O=C(NC1C2C3CCCC3C(C1)C2)N(C)C,-3.01,2.62
COP(=S)(OC)Oc1ccc(cc1)N(=O)=O,-3.68,2.75
ClC1=C(Cl)C(Cl)(C2(Cl)Cl)C3CC=CC3C12Cl,-5.64,6.03
CCCCCC#C,-3.01,3.01
CCCCCCBr,-3.81,3.63
O[Sn](C1CCCCC1)(C2CCCCC2)C3CCCCC3,-5.59,6.63
CC(CCC(O)=O)C3CCC4C2C(O)CC1CC(O)CCC1(C)C2CCC34C,-3.64,5.06
N(CCCC1)(C1)C,0.23,1.4
Cc1c(C)cc2N=C3C(=O)NC(=O)N=C3N(CC(O)C(O)C(O)CO)c2c1,-3.68,-1.05
O=C(OCC(C)C)C=C,-1.21,2.13
Cc1cc(ccc1NS(=O)(=O)C(F)(F)F)S(=O)(=O)c2ccccc2,-3.8,4.24
N(CCCC1)C1,1.07,1.19
c1cc(C)cc(C)n1,0.38,1.9
O=C(O)C(=C)C,0.01,0.99
OC(CCC)(C)C,-0.49,1.71
O=C(N)N(CC)N=O,-0.96,-0.02
CC(C)CBr,-2.43,2.58
CC1=C(Cl)C(=O)N(C(C)(C)C)C(=O)N1,-2.48,1.75
CC1=CC(=O)c2c(OC)c3ccoc3c(OC)c2O1,-2.4,3
O=NN(CCCC1)C1,-0.17,0.72
n(ccc(n1)O)c1S,-2.26,0.9
OC(CC)(CC)CC,-0.85,2.2
c1ccccc1Oc2ccccc2,-3.96,4.05
O=C(OCC)C=C,-0.74,1.22
OCC(C)C,0.04,0.76
CC(O)(C)C(C)C,-0.41,1.64
O=C(OC)c(c(c(N)cc1Cl)Cl)c1,-3.26,2.6
CCCCCCCOC(=O)c1ccc(N)cc1,-4.6,4.25
O=N(=O)c(c(O)ccc1)c1,-1.74,1.91
c1cc(F)ccc1CCl,-2.54,2.99
O(C(OC(C1O)C(O)CO)C1O2)C2C(Cl)(Cl)Cl,-1.84,0.68
ClC(=C(c1ccccc1Cl)c2ccc(cc2)Cl)Cl,-6.36,6
c1c(F)c(F)cc(F)c1F,-2.38,2.79
OCC(CCCC)CC,-2.11,2.73
c1ccccc1c2c(Cl)cccc2,-4.54,4.4
c1ccc(Cl)c(Cl)c1Cl,-4,3.93
CC(Cl)C,-1.41,2
O=N(=O)c(cccc1C)c1,-2.44,2.36
Oc(cccc1)c1,0,1.51
Cc1ccc2cc(C)ccc2c1,-4.89,4.26
C1CCCC1C,-3.3,3.1
c1cc(C)ccc1O,-0.7,2.06
CCCCC,-3.18,2.8
ClC(Cl)=C(Cl)Cl,-2.54,2.97
CCOP(=S)(OCC)SCSP(=S)(OCC)OCC,-5.54,4.75
n(cccc1CO)c1,0.96,-0.11
O=C(O)c(cc(O)c(O)c1O)c1,-1.16,0.86
OC(=O)c1cccnc1Nc2cc(C(F)(F)F)ccc2,-4.17,4.6
OC(CC)(CC)C,-0.38,1.71
CN(C)CCC=C2c1ccccc1CCc3ccccc23,-4.46,4.95
c1ccc2N(C)C3C4CC5C(CC)C(O)N4C(C56)CC3(C6O)c2c1,-2.82,1.88
COP(=S)(OC)Oc1cc(Cl)c(Cl)cc1Cl,-5.72,4.86
O=C(OC(C)(C)C)N,0.1,0.85
OCCCCCCC,-1.81,2.31
ClC(Cl)Cl,-1.17,1.52
O=C(OC(C(C(C=CC1=O)(CC2)C)=C1C)C23)C3C,-3.09,1.78
C=CCBr,-1.5,2.02
o(c(c(n1)ccc2)c2)c1,-1.16,1.72
O=NN(c(cccc1)c1)c(cccc2)c2,-3.75,3.16
c1ccc2ccccc2c1Cl,-3.93,3.81
CN2C(=O)ON(c1ccc(Cl)c(Cl)c1)C2=O,-2.82,3.22
O=N(=O)OCC(ON(=O)=O)CON(=O)=O,-2.22,1.51
c1c(O)cc2CCC3C4CCC(O)C4(C)CCC3c2c1,-4.84,3.94
c1cc(N)ccc1S(=O)(=O)Nc2nc(OC)nc(OC)c2,-2.96,1.17
C1CCCCCC1,-3.52,3.67
O=CCCCCCC,-1.7,2.29
OCCOc(cccc1)c1,-0.71,1.1
Clc1cc(Cl)c(Cl)c(Cl)c1c2c(Cl)cc(Cl)c(Cl)c2,-7.92,8.27
CCN(CC)C(=O)C(C)Oc1cccc2ccccc12,-3.57,3.33
O=C1NC(=O)NC(=O)C1(CC)C2=CC(C3)CCC3C2,-2.64,2.68
O=N(=O)OC(C(OCC1ON(=O)=O)C1O2)C2,-2.63,0.76
c1c(Cl)c(Cl)cc(Cl)c1O,-2.21,3.45
O=COCC(C)C,-1.01,1.23
C3c1ccccc1c4ccc2ccccc2c34,-6.68,5.19
Oc(c(ccc1)CC)c1,-1.36,2.55
CC(C)OP(=S)(OC(C)C)SCCNS(=O)(=O)c1ccccc1,-4.2,4.12
O=S(=O)(N)c(ccc(N)c1)c1,-1.36,-0.55
c1c(C(=O)c3ccccc3)cc2nc(NC(=O)OC)[nH]c2c1,-3.88,2.71
CN(C)C(=O)Oc1cc(C)nn1c2ccccc2,-2.09,1.96
CNCCCN2c1ccccc1CCc3ccccc23,-3.66,4.8
O=C(NCCCC)NS(=O)(=O)c(ccc(c1)C)c1,-3.39,2.41
O=C(ON=C(C(C)(C)C)CSC)NC,-1.62,2.16
O=C(CCCC)CCCC,-2.59,2.71
O=C(O)C=CC=CC,-1.77,1.62
OC(c(c(c(nc1)ccc2)c2)c1)C(N(CCC3C4C=C)C4)C3,-3.07,3.21
CC(O)(C)CC(C)C,-0.92,2.13
c1c(N(=O)(=O))cc2C(c3ccccc3)=NCC(=O)N(C)c2c1,-3.8,2.27
Clc1cc(Cl)c(Cl)cc1c2c(Cl)c(Cl)cc(Cl)c2,-8.6,7.62
CCCC#C,-1.64,2.03
CCCCCCCC#C,-4.24,3.99
O=C1C=C2CCC3C4CC5OC(C)(C)OC5(C(=O)CO)C4(C)CC(O)C3(F)C2(C)C=C1,-4.32,2.69
CC(=O)OCC(=O)C3(O)CCC4C2CCC1=CC(=O)CCC1(C)C2C(=O)CC34C,-4,2.14
O=C(O)c(cccc1)c1,-1.55,1.87
COc2ccc1C(OC(=O)c1c2OC)C4N(C)CCc5cc3OCOc3c(OC)c45,-3.14,1.97
CNN,1.34,-1
O=C(Nc(ccc(c1)I)c1)C,-3.25,2.27
O=C(O)C(N)C(O)C,-0.09,-3.04
O=C(NS(=O)(=O)c1cccc2)c12,-1.64,0.46
O=C(c(cccc1)c1)CC,-1.83,2.16
c1c(S)nc2cncnc2n1,-2.71,-0.24
c1cccc(C)c1N,-0.85,1.62
FC(F)(F)C(Cl)Br,-1.71,2.26
NC(=O)OCC(C)(C)C,-0.8,1.34
Cc1c(CCCC)c(O)nc(N(C)C)n1,-2.24,3.46
CCOCCOCC,-0.77,0.77
O=CNc(cccc1)c1,-0.68,1.13
O=C(NC(NC(=O)N1)C1=O)N,-1.6,-3.14
NC(=N)NCC(=O)O,-1.51,-3.93
Oc1c(Br)cc(C#N)cc1Br,-3.33,3.39
O(C(CCC1C2)(C2)C)C1(C)C,-1.64,3.13
CCCCCCCCOC(=O)N,-3.3,2.93
CC(C)C1(CC=C)C(=O)NC(=O)NC1=O,-1.71,1.38
O=C(CCCCC)C,-1.42,1.73
Oc(c(ccc1)C)c1,-0.62,2.06
COCCC,-0.39,1.05
O=C(OCc(cccc1)c1)c(c(ccc2)C(=O)OCCCC)c2,-5.64,4.84
c1ccccc1c2c(Cl)cccc2Cl,-5.21,5.05
O=C(OCC=C)c(c(ccc1)C(=O)OCC=C)c1,-3.13,3.36
COC(C)(C)CCCC(C)CC=CC(C)=CC(=O)OC(C)C,-5.19,6.34
O=C(OCCC)c(cccc1)c1,-2.67,2.81
O=C(NCC(=O)N1)C1,-0.83,-2.83
c1cc(I)ccc1F,-3.13,3.36
O=C(OCC(OC(=O)C)COC(=O)C)C,-0.6,0.36
O=C(CCCC1C)C1,-1.87,1.54
O1CC(O)C(O)C(O)C1(O)CO,0.64,-1.55
N(CSC(N1C)=S)(C1)C,-2.13,0.94
C1CCCCC1C,-3.85,3.59
Cc1ccc(cc1)S(=O)(=O)NC(=O)NN2CCCCCC2,-3.68,2.23
ONc(cccc1)c1,-0.74,1.03
CCSCc1ccccc1OC(=O)NC,-2.09,2.04
O=C(c(cccc1)c1)C,-1.28,1.67
O=C(C(C(C(C(c(c(cc(O)c1)C2)c1)C3)C2)C4)(C3)C)C4,-3.96,3.43
c1ccc(Br)cc1C,-3.52,3.43
O=S(=O)(Nc(nc(cc1C)C)n1)c(ccc(N)c2)c2,-2.27,0.76
O=C(O)CCI,-0.43,1.34
O(c(c(O)ccc1CC=C)c1)C,-1.56,2.73
C1CCCCC1,-3.1,3.18
CCCCCCCCOC(=O)c1ccc(N)cc1,-5.4,4.74
O=C(O)C(N)CCC(=O)N,-0.55,-4.49
N1C(=O)NC(=O)C(F)=C1,-1.07,-0.81
n1c(N)nc(N)c(Cc2cc(OC)c(OCCOC)c(OC)c2)c1,-2.1,0.45
CC(C)CCl,-2,2.49
C1CCCCCCC1,-4.15,4.16
OCCCC(C)(C)C,-1.55,2.2
c1ccccc1c2c(Cl)c(Cl)ccc2Cl,-6.29,5.69
CN2C(=C(O)c1ccccc1S2(=O)=O)C(=O)Nc3ccccn3,-4.16,2.58
O=C(NS(=O)(=O)c(ccc(N)c1)c1)C,-1.23,-0.6
c16cccc2ccc3ccc4ccc5cccc6c5c4c3c12,-9.03,6.7
COc1ccc2C=CC(=O)Oc2c1CC=C(C)C,-4.31,3.95
c1ccccc1C(O)C(O)c2ccccc2,-1.93,2.07
c1cccc(N)c1C(=O)O,-1.52,1.36
C1(=O)NC(=O)NC(C(=O)O)=C1,-1.93,-0.11
OC(=O)CCCOc1ccc(Cl)cc1Cl,-3.67,3.6
c2ccc1cc3c(cc1c2)c4cccc5cccc3c45,-8.49,6.11
CCOC2Oc1ccc(OS(C)(=O)=O)cc1C2(C)C,-3.42,2.89
CC(C)(C)C(=O)CC(=O)C,-1.63,1.41
O=C1C(Br)=C(N)C=NN1c2ccccc2,-3.12,0.66
CCOC(=O)C1(CCN(C)CC1)c2ccccc2,-1.89,3.03
CCC1(C(=O)NC(=O)NC1=O)C2=CCCCCC2,-3,2.79
O=Cc(ccc(OCO1)c12)c2,-1.63,1.77
c1ccccc1,-1.64,1.99
CCC(O)CC,-0.24,1.26
CCC(O)CCC,-0.8,1.75
O=C(Oc(cccc1)c1)c(c(O)ccc2)c2,-3.15,3.82
OC1C(O)C(O)C(O)C(O)C1,-0.17,-2.33
O=C(Nc(ccc(N)c1)c1)C,-0.98,0.18
O(C1C)C1,-0.59,0.37
COc2ccc(Oc1ccc(NC(=O)N(C)C)cc1)cc2,-4.16,3.52
O=C(OCCCCCC)C,-2.46,2.83
O=S(=O)(Nc(nccc1)c1)c(ccc(N)c2)c2,-2.7,0.53
c1ccc(Cl)cc1Br,-3.21,3.53
CC(=O)C3(O)CCC4C2CCC1=CC(=O)CCC1(C)C2CCC34C,-4.71,3.08
C1C=CCC=C1,-1.97,2.75
c1ccc(Br)c(Br)c1Br,-5.04,4.66
O=COCCC,-0.49,0.81
c1cc(Cl)cc(Cl)c1c2c(Cl)ccc(Cl)c2,-6.57,6.34
c1cc(C)ccc1CC,-3.11,3.58
CCC(O)C,0.43,0.77
Oc(ccc(c1)C(c(ccc(O)c2)c2)(C)C)c1,-2.82,3.64
OCCN4CCN(CCCN2c1ccccc1Sc3ccc(cc23)C(F)(F)F)CC4,-4.15,4.13
O=C(N(CC=C)CC=C)C(Cl)Cl,-1.62,2.28
CCOC(C)C,-0.55,1.47
c12C(=O)C3=C(O)C4(O)C(=O)C=C(O)C(N(C)C)C4CC3C(O)(C)c1cccc2,-1.42,-0.66
O=C1NC(=S)NC(=O)C1(CC=C)C(C)CCC,-3.46,3.23
O(CCCC1)C1,-0.03,1.43
O=C(O)C(O)(CC(=O)O)CC(=O)O,0.51,-1.67
O=C(CCC)C,-0.19,0.75
CCc1ccc2ccccc2c1,-4.29,4.21
ClC=C(Cl)Cl,-1.96,2.47
O=C(C(C(C(C(C(C(C(=CC(=O)C1)C2)(C1)C)C3)C2)C4)(C3)C)C4)C,-4.43,3.67
c1ccc2Sc3ccccc3N(CCCN(C)C)c2c1,-4.3,4.56
O=C(O)CCCCCCCCCCCCCC,-4.31,6.47
c1cc(C)ccc1C(C)C,-3.77,4
N(Nc(cccc1)c1)c(cccc2)c2,-2.92,3.06
CCOC=C,-0.85,0.91
Clc1cccc(Cl)c1c2c(Cl)cccc2Cl,-7.39,6.34
c1c(Cl)c(Cl)c(Cl)c(Cl)c1c2c(Cl)cccc2,-7.21,6.98
CCCCCCCl,-3.12,3.54
CCc2nnc(NS(=O)(=O)c1ccc(N)cc1)s2,-1.94,0.9
ClCCl,-0.63,1.34
C1C(=O)C=C2C(C)=CC3C4CCC(C(=O)C)(OC(=O)C)C4(C)CCC3C2(C)C1,-5.35,4
CCCCC#C,-2.36,2.52
OCCCCCCCCCCCC,-4.67,4.77
O=C(O)c(c(O)c(cc1I)I)c1,-3.31,4.58
O=Cc(cccc1)c1,-1.19,1.71
BrC(Br)(Br)Br,-3.14,2.8
c1cc(N)ccc1S(=O)(=O)Nc2nc(C)c(C)o2,-2.44,1.03
CCCCNCCCC,-1.44,2.77
CC(C)(C)C(=O)C(Oc1ccc(Cl)cc1)n2cncn2,-3.61,2.94
CN1C(=O)C=CC=C1,0.96,-0.05
c1ccccc1Cl,-2.38,2.64
c12ncnc(N)c1ccn2C3OC(CO)C(O)C3(O),-1.95,-0.56
Oc(ccc(c1)C(C)(C)C)c1,-2.41,3.42
CN(C)C(=O)C(c1ccccc1)c2ccccc2,-2.98,2.86
O=C(O)CCCCC,-1.06,2.05
C(O)CCCCCCCCCCCCC,-6.05,5.75
CCCC(CCC)C(O)=O,-1.86,2.96
OC3N=C(c1ccccc1Cl)c2cc(Cl)ccc2NC3=O,-3.6,2.41
O=C(CCC(C)C)C,-1.33,1.66
c1cccc(Br)c1Br,-3.5,3.77
O=C(C(Cc1cc(c(c(c1)I)O)I)N)O,-2.86,0.57
N1CCCCC1CC(=O)C,-0.45,0.54
c1cc(N)ccc1S(=O)(=O)Nc2nnc(C(C)(C)C)s2,-3.74,1.77
c1ccc2Sc3ccc(CC(=O)O)cc3N(C)c2c1,-3.94,3.81
CI,-1,1.59
